ID,event_value,event_number,instance,credit,sequence,final_sequence
SGP000011003562,trip_4,24,9,1,b3,b3
SGP000011003562,Cancel,25,11,1,b3,b3
SGP000011003562,Cancel,30,11,1,c,c
SGP000011003562,Buy,35,10,1,b4,b4
SGP000011003544,Buy,5,10,0,c,c
SGP000011003569,Buy,6,10,0,b4,b4
SGP000001500483,Cancel,5,11,1,a1,a1
SGP000001500483,Buy,10,10,1,b4,b4
SGP000001500482,Cancel,8,11,1,c,c
SGP000001500482,Cancel,12,11,1,a1,a1
SGP000001500482,Cancel,14,11,1,c,c
SGP000001500482,Buy,19,10,1,b4,b4
SGP000001500464,Cancel,5,11,1,a1,a1
SGP000001500464,Cancel,7,11,1,c,c
SGP000001500464,Cancel,12,11,1,b3,b3
SGP000001500464,Cancel,16,11,1,a1,a1
SGP000001500464,Buy,22,10,1,b2,b2
SGP000013104257,Cancel,8,11,1,c,c
SGP000013104257,Cancel,12,11,1,a1,a1
SGP000013104257,Cancel,17,11,1,b3,b3
SGP000013104257,Cancel,24,11,1,c,c
SGP000013104257,Buy,29,10,1,b4,b4
SGP000013104227,Buy,5,10,0,c,c
SGP000002600849,Cancel,6,11,1,b3,b3
SGP000002600849,Cancel,10,11,1,a1,a1
SGP000002600849,Buy,15,10,1,b4,b4
SGP000002600821,Cancel,5,11,1,a1,a1
SGP000002600821,Cancel,7,11,1,c,c
SGP000002600821,Buy,12,10,1,b4,b4
SGP000007102307,Buy,5,10,0,c,c
SGP000010803501,Cancel,5,11,1,a1,a1
SGP000010803501,Cancel,9,11,1,c,c
SGP000010803501,Cancel,14,11,1,b3,b3
SGP000010803501,Cancel,18,11,1,a1,a1
SGP000010803501,Buy,23,10,1,b4,b4
SGP000010803502,Cancel,6,11,1,b3,b3
SGP000010803502,Cancel,10,11,1,a1,a1
SGP000010803502,Cancel,20,11,1,c,c
SGP000010803502,Buy,25,10,1,b4,b4
SGP000010803506,Buy,6,10,0,b4,b4
SGP000002000626,Cancel,5,11,1,a1,a1
SGP000002000626,Buy,10,10,1,b4,b4
SGP000002000632,Buy,6,10,0,c,c
SGP000002000641,Buy,5,10,0,c,c
SGP000002000650,daily,4,7,0,c,c
SGP000006101988,Cancel,6,11,1,b3,b3
SGP000006101988,Cancel,10,11,1,a1,a1
SGP000006101988,Cancel,12,11,1,c,c
SGP000006101988,Buy,17,10,1,b4,b4
SGP000006101978,Buy,12,10,0,c,c
SGP000006101986,Buy,5,10,0,c,c
SGP000004101323,Cancel,5,11,1,a1,a1
SGP000004101323,Buy,10,10,1,b4,b4
SGP000004101331,Cancel,6,11,1,b3,b3
SGP000004101331,Cancel,10,11,1,a1,a1
SGP000004101331,Buy,15,10,1,b4,b4
SGP000004101334,Buy,5,10,0,c,c
SGP000004101318,Buy,5,10,0,c,c
SGP000015605026,Buy,6,10,0,b4,b4
SGP000015605025,Buy,5,10,0,c,c
SGP000015605029,Buy,5,10,0,c,c
SGP000015605020,Buy,17,10,0,c,c
SGP000000600186,Cancel,15,11,0,c,c
SGP000000600186,Buy,20,10,0,b4,b4
SGP000000600173,Cancel,6,11,1,c,c
SGP000000600173,Cancel,10,11,1,a1,a1
SGP000000600173,Cancel,20,11,1,c,c
SGP000000600173,Cancel,25,11,1,b3,b3
SGP000000600173,Cancel,29,11,1,a1,a1
SGP000000600173,Buy,34,10,1,b4,b4
SGP000000600169,Cancel,5,11,1,a1,a1
SGP000000600169,Buy,10,10,1,b4,b4
SRB000013604161,Buy,6,10,0,c,c
SRB000009302862,Buy,5,10,0,c,c
SRB000007702379,Buy,5,10,0,c,c
SRB000007702381,Buy,8,10,0,c,c
SRB000007702378,Buy,5,10,0,c,c
SRB000000900259,Buy,5,10,0,c,c
SRB000000900260,Buy,6,10,0,c,c
SRB000000900266,Buy,5,10,0,c,c
SRB000000900264,Buy,5,10,0,c,c
SRB000000900263,Buy,5,10,0,c,c
SRB000013304098,Buy,5,10,0,c,c
SRB000013304099,Buy,5,10,0,c,c
SRB000013304097,Buy,5,10,0,c,c
SRB000011503555,Buy,5,10,0,c,c
SRB000011503549,Cancel,5,11,1,a1,a1
SRB000011503549,Cancel,8,11,1,c,c
SRB000011503549,Cancel,12,11,1,a1,a1
SRB000011503549,Buy,17,10,1,b4,b4
SRB000011503539,Buy,6,10,0,b4,b4
SRB000011503529,Cancel,5,11,1,a1,a1
SRB000011503529,city_subway,6,2,1,a1,a1
SRB000011503529,concession,7,5,1,a1,a1
SRB000011503529,daily,8,7,1,a1,a1
SRB000011503529,Cancel,9,11,1,a1,a1
SRB000011503529,Buy,16,10,1,c,c
SRB000011503557,Buy,5,10,0,c,c
SRB000011503531,Cancel,5,11,1,a1,a1
SRB000011503531,Cancel,10,11,1,b3,b3
SRB000011503531,Cancel,14,11,1,a1,a1
SRB000011503531,Cancel,19,11,1,b3,b3
SRB000011503531,Cancel,23,11,1,a1,a1
SRB000011503531,Cancel,28,11,1,b3,b3
SRB000011503531,Buy,33,10,1,b4,b4
SRB000012303807,Cancel,8,11,1,c,c
SRB000012303807,Cancel,12,11,1,a1,a1
SRB000012303807,Buy,17,10,1,b4,b4
SRB000012303796,Buy,8,10,0,c,c
SRB000012303809,Cancel,5,11,0,a1,a1
SRB000012303809,Buy,9,10,0,c,c
SRB000012303787,Cancel,5,11,1,a1,a1
SRB000012303787,Buy,10,10,1,b4,b4
SRB000012303792,Buy,5,10,0,c,c
SRB000012303805,Buy,6,10,0,b4,b4
SRB000012303791,Buy,5,10,0,c,c
SRB000012303806,Buy,6,10,0,b4,b4
SRB000013704180,Cancel,2,11,0,c,c
SRB000013704182,Buy,5,10,0,c,c
SRB000013704196,Buy,5,10,0,c,c
SRB000013704165,Buy,5,10,0,c,c
SRB000013704176,Buy,6,10,0,c,c
SRB000013704170,Buy,6,10,0,c,c
SRB000013704186,Cancel,5,11,1,a1,a1
SRB000013704186,Buy,14,10,1,c,c
SRB000004101250,Buy,5,10,0,c,c
SRB000004101265,Buy,5,10,0,c,c
SRB000004101279,Buy,5,10,0,c,c
SRB000004101259,Cancel,6,11,1,b3,b3
SRB000004101259,Cancel,10,11,1,a1,a1
SRB000004101259,Buy,15,10,1,b4,b4
SRB000004101255,trip_4,5,9,0,c,c
SRB000004101249,Cancel,5,11,1,a1,a1
SRB000004101249,Cancel,9,11,1,c,c
SRB000004101249,Cancel,13,11,1,a1,a1
SRB000004101249,Buy,18,10,1,b4,b4
SRB000004101275,Cancel,5,11,1,a1,a1
SRB000004101275,Buy,10,10,1,b4,b4
SRB000004501406,Buy,5,10,0,c,c
SRB000004501394,Cancel,5,11,1,a1,a1
SRB000004501394,Buy,10,10,1,b4,b4
SRB000004501390,Cancel,5,11,1,a1,a1
SRB000004501390,Buy,10,10,1,b4,b4
SRB000004501409,Cancel,5,11,1,a1,a1
SRB000004501409,Cancel,9,11,1,c,c
SRB000004501409,Cancel,13,11,1,a1,a1
SRB000004501409,Buy,18,10,1,b4,b4
SRB000004501408,Buy,5,10,0,c,c
SRB000009102812,Cancel,5,11,1,a1,a1
SRB000009102812,Buy,10,10,1,b4,b4
SRB000009102810,Buy,5,10,0,c,c
SRB000009102831,Cancel,5,11,0,a1,a1
SRB000009102831,Buy,9,10,0,c,c
SRB000009102830,Buy,5,10,0,c,c
SRB000009102801,Cancel,5,11,1,a1,a1
SRB000009102801,Buy,10,10,1,b4,b4
SRB000009102803,Buy,5,10,0,c,c
SRB000009102822,Cancel,5,11,0,a1,a1
SRB000009102822,Buy,11,10,0,c,c
SRB000009102824,Buy,5,10,0,c,c
SRB000003201015,Cancel,4,11,0,c,c
SRB000003201015,Buy,9,10,0,b4,b4
SRB000003201020,Buy,5,10,0,c,c
SRB000003201009,Buy,5,10,0,c,c
SRB000003201004,Cancel,5,11,1,a1,a1
SRB000003201004,Cancel,6,11,1,c,c
SRB000003201004,Buy,11,10,1,b4,b4
SRB000003201017,Cancel,6,11,1,b3,b3
SRB000003201017,Cancel,12,11,1,c,c
SRB000003201017,Cancel,16,11,1,a1,a1
SRB000003201017,Buy,21,10,1,b4,b4
SRB000003201003,Buy,5,10,0,c,c
SRB000005601738,Cancel,5,11,1,a1,a1
SRB000005601738,Buy,10,10,1,b4,b4
SRB000005601728,Buy,5,10,0,c,c
SRB000005601732,Cancel,5,11,1,a1,a1
SRB000005601732,Buy,10,10,1,b4,b4
SRB000005601735,Cancel,5,11,1,c,c
SRB000005601735,Cancel,9,11,1,a1,a1
SRB000005601735,Buy,16,10,1,c,c
SRB000004801472,Buy,5,10,0,c,c
SRB000004801482,Buy,6,10,0,c,c
SRB000004801466,Buy,5,10,0,c,c
SRB000004801465,Buy,8,10,0,c,c
SRB000004801486,Buy,5,10,0,c,c
SRB000004801475,Cancel,6,11,1,b3,b3
SRB000004801475,Cancel,10,11,1,a1,a1
SRB000004801475,Buy,15,10,1,b4,b4
SRB000004801488,Buy,5,10,0,c,c
SRB000009602959,Buy,6,10,0,b4,b4
SRB000009602956,Buy,5,10,0,c,c
SRB000009602944,Cancel,5,11,0,a1,a1
SRB000009602944,Buy,9,10,0,c,c
SRB000009602952,Buy,11,10,0,c,c
SRB000009602963,Buy,5,10,0,c,c
SRB000000700196,Cancel,6,11,1,b3,b3
SRB000000700196,Cancel,10,11,1,a1,a1
SRB000000700196,Buy,15,10,1,b4,b4
SRB000000700202,Buy,5,10,0,c,c
SRB000000700211,Buy,6,10,0,b4,b4
SRB000000700208,Buy,5,10,0,c,c
SRB000000700219,Buy,5,10,0,c,c
SRB000000700218,Buy,5,10,0,c,c
SRB000012703925,Buy,5,10,0,c,c
SRB000012703924,Cancel,6,11,1,b3,b3
SRB000012703924,Cancel,10,11,1,a1,a1
SRB000012703924,Cancel,12,11,1,c,c
SRB000012703924,Buy,17,10,1,b4,b4
SRB000012703913,Buy,5,10,0,c,c
SRB000012703914,Buy,5,10,0,c,c
SRB000007002153,Buy,10,10,0,c,c
SRB000007002159,Buy,5,10,0,c,c
SRB000007002158,Buy,5,10,0,c,c
SRB000007002162,Buy,5,10,0,c,c
SRB000007002151,Cancel,5,11,1,a1,a1
SRB000007002151,Buy,10,10,1,b4,b4
SRB000007002175,Buy,13,10,0,c,c
SRB000006101897,Buy,5,10,0,c,c
SRB000006101906,trip_4,5,9,0,c,c
SRB000006101911,Buy,5,10,0,c,c
SRB000006101910,Buy,5,10,0,c,c
SRB000006101896,Buy,5,10,0,c,c
SRB000006101900,Buy,5,10,0,c,c
SRB000008802730,Buy,5,10,0,c,c
SRB000008802711,Buy,5,10,0,c,c
SRB000008802708,Buy,5,10,0,c,c
SRB000008802725,Cancel,5,11,0,a1,a1
SRB000008802725,Buy,17,10,0,c,c
SRB000008902762,Buy,5,10,0,c,c
SRB000008902750,Buy,6,10,0,c,c
SRB000008902761,Buy,6,10,0,b4,b4
SRB000008902745,Buy,6,10,0,b4,b4
SRB000008902759,Cancel,3,11,0,c,c
SRB000008902759,Cancel,7,11,0,a1,a1
SRB000008902759,Buy,19,10,0,c,c
SRB000004201304,Cancel,5,11,1,a1,a1
SRB000004201304,Buy,10,10,1,b4,b4
SRB000004201308,Buy,7,10,0,c,c
SRB000004201287,Cancel,6,11,1,b3,b3
SRB000004201287,Cancel,10,11,1,a1,a1
SRB000004201287,Buy,15,10,1,b4,b4
SRB000004201303,Cancel,6,11,0,b3,b3
SRB000004201303,Cancel,7,11,0,c,c
SRB000004201303,Buy,12,10,0,b4,b4
SRB000004201301,Buy,5,10,0,c,c
SRB000004201286,Buy,13,10,0,c,c
SRB000004201281,Buy,5,10,0,c,c
SRB000004201285,Buy,11,10,0,c,c
SRB000012803947,daily,4,7,0,c,c
SRB000012803938,Buy,5,10,0,c,c
SRB000012803955,Buy,5,10,0,c,c
SRB000012803939,Buy,5,10,0,c,c
SRB000012803963,Buy,7,10,0,b2,b2
SRB000007902444,Buy,5,10,0,c,c
SRB000007902422,Cancel,4,11,0,c,c
SRB000007902422,Buy,9,10,0,b4,b4
SRB000007902429,Cancel,5,11,0,a1,a1
SRB000007902429,Buy,10,10,0,c,c
SRB000007902412,Buy,5,10,0,c,c
SRB000007902438,Buy,6,10,0,c,c
SRB000007902417,Buy,5,10,0,c,c
SRB000006602061,Buy,5,10,0,c,c
SRB000006602068,Buy,5,10,0,c,c
SRB000006602071,Buy,5,10,0,c,c
SRB000006602055,Buy,5,10,0,c,c
SRB000006602046,Buy,5,10,0,c,c
SRB000006602056,Buy,5,10,0,c,c
SRB000006602058,Buy,6,10,0,b4,b4
SRB000006602048,Buy,5,10,0,c,c
SRB000008002463,Buy,6,10,0,b4,b4
SRB000008002465,Cancel,5,11,1,a1,a1
SRB000008002465,city_subway,6,2,1,a1,a1
SRB000008002465,concession,7,5,1,a1,a1
SRB000008002465,daily,8,7,1,a1,a1
SRB000008002465,Cancel,9,11,1,a1,a1
SRB000008002465,Buy,14,10,1,b4,b4
SRB000008002466,Buy,5,10,0,c,c
SRB000008002471,Cancel,5,11,1,a1,a1
SRB000008002471,Buy,11,10,1,b2,b2
SRB000008002456,Cancel,5,11,1,a1,a1
SRB000008002456,Cancel,10,11,1,c,c
SRB000008002456,Cancel,15,11,1,b3,b3
SRB000008002456,city_subway,16,2,1,b3,b3
SRB000008002456,concession,17,5,1,b3,b3
SRB000008002456,individual,18,6,1,b3,b3
SRB000008002456,trip_4,19,9,1,b3,b3
SRB000008002456,Cancel,20,11,1,b3,b3
SRB000008002456,Cancel,24,11,1,a1,a1
SRB000008002456,Buy,29,10,1,b4,b4
SRB000008002452,Cancel,5,11,0,a1,a1
SRB000008002452,Buy,34,10,0,c,c
SRB000006402004,Buy,5,10,0,c,c
SRB000006402005,Buy,5,10,0,c,c
SRB000006402015,Buy,6,10,0,b4,b4
SRB000006401992,Cancel,5,11,1,a1,a1
SRB000006401992,Buy,10,10,1,b4,b4
SRB000008602655,Buy,6,10,0,c,c
SRB000008602654,Buy,5,10,0,c,c
SRB000008602649,Buy,5,10,0,c,c
SRB000008602668,Buy,5,10,0,c,c
SRB000008602648,Cancel,5,11,1,a1,a1
SRB000008602648,Buy,10,10,1,b4,b4
SRB000008602653,Cancel,5,11,1,a1,a1
SRB000008602653,Buy,10,10,1,b4,b4
SRB000008602657,Buy,5,10,0,c,c
SRB000001000277,Buy,6,10,0,b4,b4
SRB000001000270,Buy,5,10,0,c,c
SRB000001000268,Buy,5,10,0,c,c
SRB000001000285,Cancel,5,11,1,a1,a1
SRB000001000285,Cancel,10,11,1,b3,b3
SRB000001000285,Cancel,14,11,1,a1,a1
SRB000001000285,Buy,19,10,1,b4,b4
SRB000001000300,Buy,5,10,0,c,c
SRB000001000278,Buy,6,10,0,b4,b4
SRB000010703290,Buy,8,10,0,c,c
SRB000010703300,Buy,5,10,0,c,c
SRB000010703295,Cancel,5,11,1,a1,a1
SRB000010703295,Buy,10,10,1,b4,b4
SRB000010703304,Buy,5,10,0,c,c
SRB000010703296,Buy,5,10,0,c,c
SRB000010703303,Buy,5,10,0,c,c
SRB000000600164,Buy,5,10,0,c,c
SRB000000600189,Buy,6,10,0,b4,b4
SRB000000600181,Buy,5,10,0,c,c
SRB000000600186,Buy,5,10,0,c,c
SRB000000600184,Buy,5,10,0,c,c
SRB000015004565,Buy,9,10,0,c,c
SRB000015004590,Cancel,5,11,0,a1,a1
SRB000015004590,Buy,10,10,0,c,c
SRB000015004560,Buy,7,10,0,c,c
SRB000015004588,Buy,6,10,0,b4,b4
SRB000015004566,Buy,5,10,0,c,c
SRB000002300725,Buy,5,10,0,c,c
SRB000002300714,Cancel,5,11,1,a1,a1
SRB000002300714,Buy,10,10,1,b4,b4
SRB000002300731,Cancel,5,11,1,a1,a1
SRB000002300731,Cancel,6,11,1,c,c
SRB000002300731,Cancel,10,11,1,a1,a1
SRB000002300731,Buy,15,10,1,b4,b4
SRB000002300723,Cancel,5,11,1,a1,a1
SRB000002300723,Cancel,8,11,1,c,c
SRB000002300723,Cancel,12,11,1,a1,a1
SRB000002300723,Buy,17,10,1,b4,b4
SRB000002300703,trip_n,5,8,0,c,c
SRB000002300701,Buy,5,10,0,c,c
SRB000006301977,Buy,5,10,0,c,c
SRB000006301973,Buy,5,10,0,c,c
SRB000006301959,Buy,5,10,0,c,c
SRB000006301980,Buy,7,10,0,c,c
SRB000006301975,Buy,5,10,0,c,c
SRB000003601138,Buy,7,10,0,c,c
SRB000003601144,Buy,5,10,0,c,c
SRB000003601137,Buy,5,10,0,c,c
SRB000003601146,Buy,5,10,0,c,c
SRB000003601136,Buy,5,10,0,c,c
SRB000003601148,Cancel,5,11,1,a1,a1
SRB000003601148,Buy,10,10,1,b4,b4
SRB000011003376,Cancel,5,11,1,a1,a1
SRB000011003376,Cancel,7,11,1,c,c
SRB000011003376,Cancel,11,11,1,a1,a1
SRB000011003376,Buy,16,10,1,b4,b4
SRB000011003393,Buy,6,10,0,b4,b4
SRB000011003375,Buy,6,10,0,b4,b4
SRB000011003388,Buy,5,10,0,c,c
SRB000011003387,Cancel,5,11,1,a1,a1
SRB000011003387,Cancel,11,11,1,c,c
SRB000011003387,Buy,16,10,1,b4,b4
SRB000006702086,Cancel,5,11,0,a1,a1
SRB000006702086,Buy,14,10,0,c,c
SRB000006702110,Cancel,5,11,1,a1,a1
SRB000006702110,Buy,10,10,1,b4,b4
SRB000006702111,Buy,6,10,0,b4,b4
SRB000006702101,individual,4,6,0,c,c
SRB000006702093,Buy,5,10,0,c,c
SRB000006702104,Cancel,5,11,0,c,c
SRB000006702104,Cancel,9,11,0,a1,a1
SRB000006702104,Cancel,13,11,0,c,c
SRB000006702104,Cancel,17,11,0,a1,a1
SRB000006702104,Buy,27,10,0,c,c
SRB000006702098,Buy,5,10,0,c,c
SRB000003100963,Cancel,5,11,0,a1,a1
SRB000003100963,Buy,14,10,0,c,c
SRB000003100964,Buy,5,10,0,c,c
SRB000003100979,Buy,5,10,0,c,c
SRB000003100983,Buy,5,10,0,c,c
SRB000003100967,Buy,5,10,0,c,c
SRB000003100974,Buy,6,10,0,c,c
SRB000005701777,Buy,6,10,0,b4,b4
SRB000005701765,Buy,5,10,0,c,c
SRB000005701763,Buy,5,10,0,c,c
SRB000005701780,Buy,6,10,0,b4,b4
SRB000006802113,Buy,5,10,0,c,c
SRB000006802116,Buy,6,10,0,b4,b4
SRB000011603568,Buy,5,10,0,c,c
SRB000011603586,daily,4,7,0,c,c
SRB000011603583,Buy,7,10,0,c,c
SRB000011603585,Cancel,5,11,0,a1,a1
SRB000011603585,Buy,9,10,0,c,c
SRB000011603564,Cancel,5,11,1,a1,a1
SRB000011603564,Buy,10,10,1,b4,b4
SRB000011603589,Buy,5,10,0,c,c
SRB000005501716,Buy,5,10,0,c,c
SRB000005501702,Cancel,6,11,1,b3,b3
SRB000005501702,Cancel,10,11,1,a1,a1
SRB000005501702,Buy,15,10,1,b4,b4
SRB000005501692,Cancel,5,11,1,a1,a1
SRB000005501692,Buy,10,10,1,b4,b4
SRB000005501719,Cancel,5,11,1,c,c
SRB000005501719,Cancel,9,11,1,a1,a1
SRB000005501719,Buy,14,10,1,b4,b4
SRB000005501711,Cancel,5,11,1,a1,a1
SRB000005501711,Buy,10,10,1,b4,b4
SRB000005501687,Buy,5,10,0,c,c
SRB000005501701,Cancel,5,11,0,a1,a1
SRB000005501701,Cancel,10,11,0,b3,b3
SRB000005501701,Buy,19,10,0,c,c
SRB000012503870,Cancel,6,11,0,b3,b3
SRB000012503870,Cancel,7,11,0,c,c
SRB000012503870,Buy,12,10,0,b4,b4
SRB000012503858,Buy,5,10,0,c,c
SRB000012503860,Buy,5,10,0,c,c
SRB000012503852,Cancel,6,11,0,b3,b3
SRB000012503852,Buy,11,10,0,b4,b4
SRB000012503873,Cancel,5,11,1,a1,a1
SRB000012503873,Cancel,7,11,1,c,c
SRB000012503873,Buy,12,10,1,b4,b4
SRB000012503867,Cancel,5,11,1,a1,a1
SRB000012503867,Cancel,12,11,1,c,c
SRB000012503867,Cancel,16,11,1,a1,a1
SRB000012503867,Buy,21,10,1,b4,b4
SRB000012503848,Cancel,5,11,1,a1,a1
SRB000012503848,Buy,10,10,1,b4,b4
SRB000003401088,Buy,5,10,0,c,c
SRB000003401059,Buy,5,10,0,c,c
SRB000003401081,Buy,5,10,0,c,c
SRB000003401068,Buy,5,10,0,c,c
SRB000003401075,Cancel,5,11,0,a1,a1
SRB000003401075,Buy,23,10,0,c,c
SRB000003401076,concession,3,5,0,c,c
SRB000003401085,Cancel,5,11,1,a1,a1
SRB000003401085,Buy,10,10,1,b4,b4
SRB000003401083,Buy,5,10,0,c,c
SRB000005901822,Buy,5,10,0,c,c
SRB000005901838,Buy,6,10,0,b4,b4
SRB000005901819,Buy,6,10,0,b4,b4
SRB000005901847,Buy,5,10,0,c,c
SRB000005901820,Buy,6,10,0,b4,b4
SRB000013504139,Buy,5,10,0,c,c
SRB000013504152,Cancel,5,11,1,a1,a1
SRB000013504152,Buy,10,10,1,b4,b4
SRB000013504132,Buy,9,10,0,c,c
SRB000013504142,Buy,5,10,0,c,c
SRB000013504148,Buy,5,10,0,c,c
SRB000013504153,Buy,5,10,0,c,c
SRB000007602362,Cancel,5,11,1,a1,a1
SRB000007602362,Buy,10,10,1,b4,b4
SRB000007602344,Buy,5,10,0,c,c
SRB000007602364,Cancel,5,11,0,a1,a1
SRB000007602364,Buy,9,10,0,c,c
SRB000007602365,Buy,20,10,0,c,c
SRB000007602358,Buy,5,10,0,c,c
SRB000007602374,Buy,5,10,0,c,c
SRB000011803641,Buy,6,10,0,b4,b4
SRB000011803649,Cancel,5,11,0,a1,a1
SRB000011803649,Buy,13,10,0,c,c
SRB000011803635,Cancel,5,11,1,a1,a1
SRB000011803635,Cancel,10,11,1,b3,b3
SRB000011803635,Cancel,14,11,1,a1,a1
SRB000011803635,Cancel,19,11,1,b3,b3
SRB000011803635,Cancel,23,11,1,a1,a1
SRB000011803635,Buy,28,10,1,b4,b4
SRB000011803644,Cancel,5,11,1,a1,a1
SRB000011803644,Cancel,10,11,1,b3,b3
SRB000011803644,Cancel,14,11,1,a1,a1
SRB000011803644,Buy,19,10,1,b4,b4
SRB000011803642,Cancel,5,11,1,a1,a1
SRB000011803642,Cancel,10,11,1,b3,b3
SRB000011803642,Cancel,14,11,1,a1,a1
SRB000011803642,Cancel,19,11,1,b3,b3
SRB000011803642,Cancel,21,11,1,c,c
SRB000011803642,Buy,26,10,1,b4,b4
SRB000011803626,Cancel,5,11,1,a1,a1
SRB000011803626,Buy,10,10,1,b4,b4
SRB000011803640,Cancel,5,11,0,a1,a1
SRB000011803640,Buy,13,10,0,c,c
SRB000011803636,Cancel,5,11,1,a1,a1
SRB000011803636,Buy,10,10,1,b4,b4
SRB000000200044,Cancel,5,11,1,a1,a1
SRB000000200044,Buy,10,10,1,b4,b4
SRB000000200057,Buy,5,10,0,c,c
SRB000000200034,Buy,5,10,0,c,c
SRB000000200043,Cancel,5,11,1,a1,a1
SRB000000200043,Cancel,16,11,1,c,c
SRB000000200043,Buy,21,10,1,b4,b4
SRB000000200030,Cancel,5,11,1,a1,a1
SRB000000200030,Buy,10,10,1,b4,b4
SRB000000200037,Buy,5,10,0,c,c
SRB000000200052,Buy,5,10,0,c,c
SRB000010603254,Buy,6,10,0,c,c
SRB000010603251,Buy,5,10,0,c,c
SRB000010603255,Buy,5,10,0,c,c
SRB000010603250,Cancel,14,11,1,c,c
SRB000010603250,Cancel,18,11,1,a1,a1
SRB000010603250,Cancel,23,11,1,b3,b3
SRB000010603250,Buy,28,10,1,b4,b4
SRB000010603270,Buy,5,10,0,c,c
SRB000014004271,Cancel,5,11,1,a1,a1
SRB000014004271,Buy,10,10,1,b4,b4
SRB000014004264,Buy,8,10,0,c,c
SRB000014004272,Buy,8,10,0,c,c
SRB000014004269,Buy,5,10,0,c,c
SRB000014004267,Cancel,5,11,0,a1,a1
SRB000014004267,Buy,9,10,0,c,c
SRB000001300389,Cancel,5,11,1,a1,a1
SRB000001300389,Buy,10,10,1,b4,b4
SRB000001300373,Buy,5,10,0,c,c
SRB000001300376,Cancel,6,11,0,b3,b3
SRB000001300376,Buy,28,10,0,c,c
SRB000001300379,Cancel,6,11,0,c,c
SRB000001300379,Cancel,10,11,0,a1,a1
SRB000001300379,Buy,15,10,0,c,c
SRB000001300395,Buy,7,10,0,c,c
SRB000010203152,Cancel,9,11,0,c,c
SRB000010203152,Cancel,13,11,0,a1,a1
SRB000010203152,daily,16,7,0,c,c
SRB000010203145,Cancel,5,11,0,a1,a1
SRB000010203145,trip_4,11,9,0,c,c
SRB000010203130,Buy,5,10,0,c,c
SRB000010203136,Cancel,5,11,1,a1,a1
SRB000010203136,Buy,10,10,1,b4,b4
SRB000010203153,trip_n,6,8,0,c,c
SRB000010203141,Buy,5,10,0,c,c
SRB000013404117,trip_4,5,9,0,c,c
SRB000013404128,Buy,5,10,0,c,c
SRB000013404131,Buy,5,10,0,c,c
SRB000013404122,Buy,5,10,0,c,c
SRB000014404405,Buy,9,10,0,c,c
SRB000014404395,Buy,5,10,0,c,c
SRB000014404384,trip_4,5,9,0,c,c
SRB000014404386,Buy,5,10,0,c,c
SRB000014404380,Buy,5,10,0,c,c
SRB000014404392,Buy,5,10,0,c,c
SRB000004401375,Buy,6,10,0,b4,b4
SRB000004401351,Buy,8,10,0,c,c
SRB000004401365,Buy,6,10,0,b4,b4
SRB000004401376,Buy,14,10,0,c,c
SRB000004401364,Buy,5,10,0,c,c
SRB000007202230,Buy,5,10,0,c,c
SRB000007202219,Buy,5,10,0,c,c
SRB000007202223,Buy,5,10,0,c,c
SRB000007202237,Buy,5,10,0,c,c
SRB000007202245,Buy,5,10,0,c,c
SRB000014904538,Buy,8,10,0,c,c
SRB000014904536,Buy,5,10,0,c,c
SRB000014904543,Buy,5,10,0,c,c
SRB000014904547,Buy,6,10,0,b4,b4
SRB000014904550,Buy,5,10,0,c,c
SRB000013004019,Buy,10,10,0,c,c
SRB000013004016,Buy,6,10,0,b4,b4
SRB000013004023,Buy,5,10,0,c,c
SRB000013004006,Buy,6,10,0,c,c
SRB000013004001,Buy,5,10,0,c,c
SRB000002500769,Cancel,5,11,0,a1,a1
SRB000002500769,daily,8,7,0,c,c
SRB000002500789,Cancel,5,11,1,a1,a1
SRB000002500789,Cancel,7,11,1,c,c
SRB000002500789,Cancel,11,11,1,a1,a1
SRB000002500789,Cancel,13,11,1,c,c
SRB000002500789,Buy,18,10,1,b4,b4
SRB000002500779,Buy,5,10,0,c,c
SRB000002500767,Buy,5,10,0,c,c
SRB000002500768,Buy,5,10,0,c,c
SRB000010803309,Cancel,6,11,1,c,c
SRB000010803309,Cancel,11,11,1,b3,b3
SRB000010803309,Cancel,15,11,1,a1,a1
SRB000010803309,Buy,20,10,1,b4,b4
SRB000010803328,Buy,5,10,0,c,c
SRB000010803322,Cancel,5,11,0,a1,a1
SRB000010803322,Buy,10,10,0,c,c
SRB000010803333,Cancel,6,11,1,b3,b3
SRB000010803333,Cancel,10,11,1,a1,a1
SRB000010803333,Buy,15,10,1,b4,b4
SRB000010803310,Buy,28,10,0,c,c
SRB000010803327,Buy,6,10,0,b4,b4
SRB000010803317,Cancel,6,11,1,b3,b3
SRB000010803317,Cancel,10,11,1,a1,a1
SRB000010803317,Buy,15,10,1,b4,b4
SRB000010403192,Buy,6,10,0,b4,b4
SRB000010403208,Cancel,5,11,0,a1,a1
SRB000010403208,Buy,9,10,0,c,c
SRB000010403211,Buy,6,10,0,c,c
SRB000010403212,Buy,5,10,0,c,c
SRB000010403201,Cancel,5,11,1,c,c
SRB000010403201,Cancel,9,11,1,a1,a1
SRB000010403201,Buy,14,10,1,b4,b4
SRB000010403215,Cancel,6,11,1,b3,b3
SRB000010403215,Cancel,10,11,1,a1,a1
SRB000010403215,Buy,15,10,1,b4,b4
