"","ID","cnt","time_a","time_b1","time_b2","time_start","time_solving","time_total","time_answer","time_irrelevant","time_explore_relevant","time_ticket_explore","time_explore_total","time_avg_explore","time_avg_btw_events","events_num","sequence","length","credit","OECD","ratio","mean","weight","gender"
"2152","CZE000011802112","CZE",2.602689685,2.151762203,2.990719732,1.248441258,1.560010629,1.60686069,1.545193632,0.859075327,1.499211896,0,1.518173788,1.882731247,1.242627746,17,"baaaaab",7,1,1,0.57,311.8095238,6733.776914,1
"2153","CZE000007201296","CZE",3.815512105,2.57261223,0,1.544659645,1.65041866,1.734364105,1.619741636,1.217741421,1.571842396,0,1.611628103,3.375879574,1.808288771,13,"ab",2,1,1,0.45,246.047619,5313.595803,1
"2154","CZE000006201145","CZE",3.314186005,2.251291799,0,1.268981396,1.535888224,1.592498248,1.52246703,0.785691023,1.461908664,0,1.480355669,2.917770732,1.733865491,8,"ab",2,1,1,0.76,415.45,9084.881039,2
"2155","CZE000005100934","CZE",3.804437795,2.63188884,0,1.362744492,1.635174858,1.681899405,1.620771203,0.988201618,1.569540031,0,1.588811458,3.380994674,1.881544773,11,"ab",2,1,1,0.36,200.8571429,4337.671201,1
"2156","CZE000003200551","CZE",3.077312261,2.797281335,0,1.289752855,1.54032842,1.599638801,1.529012141,0.741276311,1.405438012,0,1.426830326,2.947067102,1.751371408,8,"ab",2,1,1,0.87,479.6666667,10358.78663,1
"2157","CZE000009801748","CZE",2.928523524,2.587764035,0,1.60461356,1.499899814,1.693833387,1.489299225,0.650391407,1.368263662,0.935137023,1.569075841,2.772588722,1.504077397,9,"ab",2,1,1,0.8,434.9,9495.730698,1
"2158","CZE000009801750","CZE",3.288401888,2.990719732,0,1.329411599,1.636734244,1.677870361,1.573209165,1.358504721,1.455914143,1.197713885,1.686737648,2.766319109,1.407321728,20,"aab",3,1,1,0.14,76.68421053,1679.85156,1
"2159","CZE000010601898","CZE",3.471966453,2.839078464,0,1.285754384,1.59086958,1.636112278,1.584618762,0.650391407,1.497828234,0,1.507958265,3.2047769,1.960094784,8,"ab",2,1,1,0.28,160.4761905,3369.943396,1
"2160","CZE000016502952","CZE",1.871802177,3.109060959,0,1.283727105,1.475716492,1.554537349,1.46525033,0.605904389,1.054939769,1.169133964,1.594111374,2.670694415,1.419084184,9,"ab",2,1,1,0.53,293.8095238,6345.052468,2
"2161","CZE000008801533","CZE",2.292534757,2.4765384,0,1.405438012,1.421698251,1.564840952,1.39499465,0.799206396,1.191657711,0,1.255501861,2.388762789,1.16938136,10,"ab",2,1,1,0.49,275.952381,5794.902664,2
"2162","CZE000022103894","CZE",1.85629799,3.265759411,3.523415014,1.452401341,1.649273622,1.709291237,1.642227456,0.799206396,1.541421247,1.264579165,1.708898548,3.098589659,1.632910269,16,"bab",3,1,1,0.6,338.8571429,7115.880476,2
"2163","CZE000022103902","CZE",2.174751721,1.360976553,2.360854001,1.388946064,1.429845547,1.561958942,1.400864468,0.836525541,1.364138386,0,1.398537369,1.804181989,0.85566611,17,"abab",4,1,1,0.62,349.2380952,7333.876814,2
"2164","CZE000011402031","CZE",2.2300144,2.2300144,0,1.172486595,1.369620336,1.458506581,1.35271144,0.581353438,1.172486595,0,1.209370786,2.2300144,1.17093295,8,"ab",2,1,1,0.33,181.8571429,3927.350952,1
"2165","CZE000011402028","CZE",2.360854001,1.916922612,3.602776755,1.374957916,1.62681713,1.677870361,1.600026756,1.144243871,1.57591049,0,1.60648826,2.892221897,1.706145717,13,"bab",3,1,1,0.62,353.1904762,7416.87542,1
"2166","CZE000004100727","CZE",2.272125886,1.824549292,0,1.450620222,1.331048857,1.55250366,1.308700647,0.605904389,1.185439892,0,1.223156203,2.073171929,1.064710737,8,"ab",2,1,1,0.7,397.7619048,8352.859698,2
"2167","CZE000004100732","CZE",1.360976553,1.757857918,3.186352633,1.255501861,1.513138295,1.573662349,1.495732903,0.82458494,1.458506581,0,1.479590479,2.424802726,1.274502955,13,"bab",3,1,1,0.56,309.5714286,6685.443451,2
"2168","CZE000004100726","CZE",3.610917913,2.785011242,0,1.551991516,1.606114998,1.71258905,1.600413816,0.650391407,1.528426951,0,1.537008767,3.280911216,2.026502156,8,"ab",2,1,1,0.25,139.4,2927.606533,2
"2169","CZE000022703997","CZE",3.063390922,2.028148247,0,1.365522801,1.484881577,1.582912299,1.466076537,0.799206396,1.402017827,0,1.427840633,2.674148649,1.371180723,10,"ab",2,1,1,0.35,190.4285714,4112.457831,2
"2170","CZE000006901252","CZE",2.90690106,2.809402695,0,1.557544093,1.516301941,1.674473066,1.509267243,0.55499791,1.362744492,0,1.377574722,2.859339649,1.658228077,8,"ab",2,1,1,0.42,232.8571429,5028.736883,1
"2171","CZE000006901259","CZE",2.066862759,2.251291799,3.777348102,1.380157963,1.635174858,1.684912102,1.625159857,0.880036196,1.594111374,0,1.606114998,3.013899578,1.741814793,13,"bab",3,1,1,0.29,162.1904762,3405.942791,1
"2172","CZE000006901258","CZE",2.879198457,2.660259537,2.778819272,1.386474299,1.58963771,1.65408475,1.575463213,0.899598192,1.502625823,0.670651768,1.523675018,2.776746733,1.496109227,14,"abb",3,1,1,0.52,285.7142857,6170.229304,1
"2173","CZE000008301469","CZE",3.502549876,2.104134154,0,1.346750035,1.556547601,1.622811267,1.547313496,0.707848296,1.504643875,0,1.516301941,3.0301337,1.816452082,8,"ab",2,1,1,0.52,280.7368421,6209.97888,2
"2174","DEU000013502936","DEU",2.557227311,1.85629799,2.557227311,1.500585148,1.560010629,1.669742318,1.48338521,1.285754384,1.43766302,0,1.53133386,2.116255515,0.984323142,25,"abab",4,1,1,0.37,228.1,4450.248566,1
"2175","DEU000010002196","DEU",3.0301337,2.091864062,0,1.162283114,1.473352769,1.527839832,1.464420469,0.55499791,1.393799552,0,1.406565009,2.667228207,1.501295754,8,"ab",2,1,1,0.6,333.3333333,7198.600855,1
"2176","DEU000005601234","DEU",2.667228207,2.104134154,2.674148649,1.405438012,1.537566389,1.625824773,1.516928057,0.917920362,1.46525033,0.707848296,1.573662349,2.253919921,1.091570006,19,"abab",4,1,1,0.75,458.7,8949.272325,2
"2177","DEU000011202452","DEU",2.602689685,1.686398954,2.879198457,1.185439892,1.535325282,1.578569895,1.514410424,0.917920362,1.484134908,0,1.508613936,2.243365733,1.159467564,17,"abab",4,1,1,0.66,362.1428571,7820.765643,1
"2178","DEU000004601032","DEU",3.36729583,2.827313622,0,1.301321446,1.576356602,1.627803528,1.569540031,0.650391407,1.474144014,0,1.485625239,3.133317937,1.898369204,8,"ab",2,1,1,0.71,400,8399.858909,1
"2179","DEU000007601661","DEU",1.791759469,2.079441542,3.60004824,1.475716492,1.598077966,1.682599802,1.585887471,0.869741686,1.553523466,0,1.568143694,2.825339288,1.587664113,13,"bab",3,1,1,0.55,333.9,6514.414714,2
"2180","DEU000009902166","DEU",2.459588842,2.674148649,0,1.314071841,1.454165888,1.549408056,1.441455614,0.628858621,1.24114975,0,1.273297045,2.57261223,1.435084525,8,"ab",2,1,1,0.46,262.047619,5502.907569,2
"2181","DEU000017003671","DEU",1.85629799,1.902107526,0,1.297534057,1.285754384,1.457646383,1.250819782,0.670651768,1.049526377,0,1.124748263,1.87946505,0.950692159,8,"ab",2,1,1,0.76,431.3809524,9058.84784,2
"2182","DEU000005301178","DEU",3.265759411,2.687847494,0,1.516928057,1.568143694,1.680016249,1.544659645,1.008128043,1.450620222,0,1.488570266,3.017982882,1.678963975,10,"ab",2,1,1,0.19,116.3,2269.021956,2
"2183","DEU000000400098","DEU",3.387774361,2.332143895,0,1.228445035,1.556547601,1.601185271,1.539228784,0.899598192,1.478822119,0,1.502625823,2.993229143,1.816452082,8,"ab",2,1,1,0.76,430.3809524,9037.848193,1
"2184","DEU000007801703","DEU",4.160444364,2.721295428,2.610069793,1.414277969,1.714116689,1.750272855,1.706521065,0.951362545,1.675207246,0,1.684452366,3.155936025,1.87451343,17,"abab",4,1,1,0.78,474.8,9263.384565,1
"2185","DEU000007801699","DEU",2.833213344,1.974081026,2.58021683,1.491468931,1.537566389,1.654919023,1.518793432,0.889981469,1.475716492,0,1.499211896,2.261763098,1.166820539,17,"abab",4,1,1,0.77,470.8,9185.344257,2
"2186","DEU000007801705","DEU",1.791759469,2.219203484,2.772588722,1.41210505,1.537008767,1.627475387,1.475716492,1.203615909,1.397363481,0.974053333,1.577688009,2.341805806,1.164987358,17,"bab",3,1,1,0.81,459.1428571,9641.838048,2
"2187","DEU000011902610","DEU",3.377587516,2.397895273,0,1.370967991,1.545193632,1.62111297,1.541421247,0.425678273,1.476497777,0,1.481876636,3.003204288,1.77070606,8,"ab",2,1,1,0.74,448.6,8752.220547,2
"2188","DEU000011902611","DEU",1.85629799,2.041220329,2.32238772,1.378870489,1.43766302,1.561958942,1.41210505,0.812157449,1.321027819,0,1.359927782,2.091864062,1.040548488,13,"bab",3,1,1,0.84,515.7,10061.34671,1
"2189","DEU000020204359","DEU",1.774952351,2.066862759,2.272125886,1.39499465,1.476497777,1.587981161,1.403164491,1.155229431,1.303190303,0,1.413194525,2.058388132,1.060102434,15,"bab",3,1,1,0.87,528.4,10309.12469,2
"2190","DEU000020204361","DEU",3.015534901,2.415913778,0,1.32776143,1.503973676,1.583767668,1.486365917,0.812157449,1.390170564,0,1.41855265,2.76000994,1.611934793,8,"ab",2,1,1,0.76,430.5238095,9040.848142,1
"2191","DEU000020204357","DEU",1.916922612,2.32238772,2.674148649,1.419606842,1.501948135,1.610175679,1.478050566,0.899598192,1.388946064,0,1.42581472,2.351375257,1.237258782,13,"bab",3,1,1,0.71,392.4761905,8475.838321,2
"2192","DEU000018603993","DEU",2.660259537,3.621670704,0,1.417492725,1.598469535,1.667194502,1.594512259,0.526589034,1.297534057,0,1.315832419,3.252310601,1.992998185,8,"ab",2,1,1,0.56,315.7142857,6629.888639,1
"2193","DEU000011502514","DEU",3.407841924,2.091864062,2.778819272,1.188569496,1.614850401,1.643423335,1.601185271,0.935137023,1.571384381,0,1.587564483,2.628285233,1.4448407,17,"abab",4,1,1,0.81,456.8571429,9593.838854,1
"2194","DEU000011502500","DEU",3.025291076,1.974081026,2.890371758,1.487838409,1.575463213,1.673488816,1.564363936,0.799206396,1.531909585,0,1.545193632,2.725671803,1.498935997,13,"abb",3,1,1,0.75,457.8,8931.713256,2
"2195","DEU000020504434","DEU",2.687847494,2.197224577,2.747270914,1.346750035,1.554031144,1.62111297,1.530176787,0.988201618,1.476497777,0,1.507958265,2.310057108,1.144893041,19,"abab",4,1,1,0.68,415.1,8098.632967,1
"2196","DEU000008301809","DEU",1.791759469,1.435084525,3.763522997,1.345232354,1.614139718,1.663294481,1.596897763,1.001648495,1.583767668,0,1.602335843,2.403334996,1.190127398,24,"babab",5,1,1,0.41,250.6666667,4853.15122,2
"2197","DEU000008301805","DEU",2.406945108,2.240709689,3.27336401,1.390170564,1.579884252,1.648409475,1.569540031,0.785691023,1.525471842,0,1.538676388,2.749405387,1.515972184,13,"bab",3,1,1,0.82,450.2380952,9723.253012,1
"2198","DEU000022804944","DEU",2.76000994,2.360854001,0,1.373636673,1.455914143,1.569540031,1.443324099,0.628858621,1.324421601,1.008128043,1.524874905,2.58021683,1.35239281,9,"ab",2,1,1,0.85,519.6,10137.43602,1
"2199","DEU000022804947","DEU",1.722766598,2.442347035,2.944438979,1.273297045,1.528426951,1.587981161,1.510566825,0.859075327,1.42581472,0,1.453285669,2.487680576,1.326870941,13,"bab",3,1,1,0.94,518.1904762,11190.73921,2
"2200","DEU000020804505","DEU",3.234749174,2.564949357,2.63905733,1.530176787,1.607973022,1.70572032,1.593306737,0.9433672,1.536449382,0.926659313,1.556547601,2.591516385,1.375121061,18,"abab",4,1,1,0.65,370.2380952,7774.869407,2
"2201","DEU000014203093","DEU",1.887069649,1.740466175,3.186352633,1.478050566,1.527250774,1.64461045,1.513138295,0.785691023,1.480355669,0,1.497132454,2.498699972,1.322780955,13,"bab",3,1,1,0.37,223.3,4356.600197,1
"2202","DEU000009702129","DEU",1.840549633,2.054123734,3.370738174,1.368263662,1.568610397,1.635800403,1.551477867,0.917920362,1.512498851,0,1.533625651,2.667228207,1.472824853,13,"bab",3,1,1,0.47,267.952381,5626.905486,1
"2203","DEU000021204587","DEU",3.131136911,3.18221184,0,1.246037086,1.585465619,1.626156225,1.574565144,0.812157449,1.41855265,0,1.443324099,3.157000421,1.936941479,8,"ab",2,1,1,0.46,283.5,5531.106833,1
"2204","DEU000003000650","DEU",2.533696814,2.890371758,0,1.478050566,1.485625239,1.624826389,1.478822119,0.495826022,1.262344579,1.24114975,1.581188573,2.727852828,1.373715579,10,"ab",2,1,1,0.86,527.6,10293.51663,2
"2205","DEU000011102436","DEU",2.93385687,1.757857918,3.234749174,1.424793762,1.60648826,1.674227578,1.583340521,1.070529161,1.561473911,1.361340998,1.587564483,2.813410717,1.508511994,15,"abb",3,1,1,0.8,490.3,9565.790759,2
"2206","DEU000018103911","DEU",3.342861805,3.314186005,0,1.44791683,1.634546904,1.698319845,1.610175679,1.132734821,1.468533533,0,1.519410945,3.328626689,1.805552791,12,"ab",2,1,1,0.72,409.5714286,8600.855533,1
"2207","DEU000005101121","DEU",1.722766598,2.066862759,3.010620886,1.408799816,1.53133386,1.623148837,1.495029093,1.065437206,1.438618228,1.03257532,1.486365917,2.421848514,1.188224447,16,"bab",3,1,1,0.79,437.6190476,9450.734551,2
"2208","DEU000005101124","DEU",2.954910279,2.261763098,2.734367509,1.315832419,1.57411434,1.628784034,1.556547601,0.935137023,1.507300213,0,1.530176787,2.424802726,1.292306836,17,"abab",4,1,1,0.83,507.7,9905.266099,2
"2209","DEU000021404625","DEU",3.100092289,1.62924054,1.916922612,1.369620336,1.516301941,1.60271762,1.497132454,0.859075327,1.466076537,0,1.488570266,2.171906769,1.098612289,17,"abab",4,1,1,0.78,429.2380952,9269.741158,2
"2210","DEU000010802372","DEU",1.526056303,1.589235205,2.827313622,1.39499465,1.450620222,1.574565144,1.433793962,0.707848296,1.39138759,0,1.41210505,2.174751721,1.077886158,13,"bab",3,1,1,0.75,411.0952381,8877.931597,2
"2211","DEU000000200046","DEU",1.791759469,2.054123734,3.314186005,1.424793762,1.549927808,1.638892605,1.541421247,0.670651768,1.499899814,1.065437206,1.510566825,2.622250212,1.297463147,15,"bab",3,1,1,0.55,333.9,6514.414714,2
"2212","DEU000000200036","DEU",3.45946629,2.2300144,2.617395833,1.475716492,1.624157418,1.698530278,1.60271762,1.080417818,1.567675724,0,1.593709535,2.635479508,1.481604541,17,"abab",4,1,1,0.68,417.1,8137.653121,1
"2213","DEU000010102206","DEU",3.90197267,2.028148247,5.665041646,1.419606842,1.777715414,1.802658952,1.724578835,1.528426951,1.712397017,1.332673388,1.769303362,2.866951483,1.296605606,51,"abaabb",6,1,1,0.53,290.8571429,6281.293432,1
"2214","DEU000010102217","DEU",2.901421594,1.722766598,1.931521412,1.402017827,1.501267916,1.603857758,1.471760135,0.959134839,1.430840255,0,1.466899121,2.07002232,1.052465686,17,"abab",4,1,1,0.66,404.5,7891.826151,1
"2215","DEU000010102203","DEU",1.458615023,1.840549633,4.666265285,1.342163153,1.755410734,1.77672139,1.748166658,1.020633576,1.739911174,0,1.747559349,3.383542446,1.937301775,20,"babb",4,1,1,0.66,405.3,7907.434213,2
"2216","DEU000001000219","DEU",4.195697056,1.526056303,4.183575696,1.499899814,1.785899053,1.818667912,1.775343362,1.185439892,1.770739646,0,1.781624494,3.322154174,2.010651572,22,"ababb",5,1,1,0.46,280,5462.821563,2
"2217","DEU000001000209","DEU",3.437207819,2.766319109,0,1.188569496,1.579447255,1.614139718,1.574565144,0.55499791,1.490025309,0,1.497828234,3.157000421,1.911392644,8,"ab",2,1,1,0.75,457.8,8931.713256,1
"2218","DEU000008201789","DEU",3.194583132,2.116255515,0,1.147961726,1.500585148,1.546256762,1.494322569,0.495826022,1.433793962,0,1.442392139,2.794227897,1.599387577,8,"ab",2,1,1,0.76,463.2,9037.067672,1
"2219","DEU000008201801","DEU",2.370243741,2.054123734,1.987874348,1.516301941,1.505311612,1.65041866,1.427840633,1.209370786,1.343703445,0,1.453285669,1.902107526,1.064710737,17,"abab",4,1,1,0.8,490.7,9573.594789,1
"2220","DEU000020404402","DEU",1.481604541,2.525728644,0,1.335884987,1.342163153,1.499211896,1.326098161,0.526589034,0.908905343,0,0.988201618,2.134166441,1.094436917,8,"ab",2,1,1,0.82,463.5238095,9733.836502,2
"2221","DEU000001900412","DEU",2.785011242,3.04927304,0,1.484134908,1.569540031,1.668982262,1.524275968,1.182267877,1.331048857,1.075521541,1.64372093,2.925846146,1.476345984,13,"ab",2,1,1,0.66,375.6666667,7888.867492,2
"2222","DEU000008601876","DEU",3.054001182,3.058707073,0,1.340611323,1.557544093,1.622134045,1.553014307,0.495826022,1.39970434,0,1.40990776,3.056356895,1.820508883,8,"ab",2,1,1,0.32,179.2857143,3764.936761,1
"2223","DEU000001600330","DEU",1.704748092,2.923161581,0,1.383971599,1.451512871,1.570925143,1.420655356,0.889981469,0.995008781,0,1.151623065,2.48906466,1.426115855,8,"ab",2,1,1,0.74,438.25,8785.105326,2
"2224","DEU000004901068","DEU",2.424802726,2.753660712,2.646174797,1.273297045,1.56098752,1.611628103,1.54032842,0.959134839,1.433793962,0,1.469345419,2.35375338,1.24601758,17,"abab",4,1,1,0.86,527.6,10293.51663,1
"2225","DEU000019204147","DEU",2.856470206,2.251291799,2.370243741,1.329411599,1.54304789,1.609810585,1.520026342,0.959134839,1.458506581,0,1.490025309,2.266957915,1.184969857,17,"abab",4,1,1,0.52,289.1428571,6244.272056,1
"2226","DEU000010302259","DEU",1.902107526,2.066862759,3.586292865,1.319310192,1.60461356,1.651838602,1.586308279,1.001648495,1.554537349,0,1.576356602,2.827313622,1.501110036,15,"bab",3,1,1,0.34,183.7368421,4029.83422,1
"2227","DEU000010302260","DEU",2.564949357,2.646174797,0,1.305042953,1.462749666,1.551991516,1.449723356,0.650391407,1.271149848,0,1.301321446,2.606386547,1.46441214,8,"ab",2,1,1,0.43,242.7142857,5096.914388,1
"2228","DEU000015403330","DEU",3.951243719,2.140066163,0,1.396182601,1.634546904,1.687416767,1.62648701,0.812157449,1.599638801,0,1.609077988,3.409496184,1.960094784,10,"ab",2,1,1,0.69,381.2380952,8233.142635,2
"2229","DEU000019604212","DEU",1.824549292,3.194583132,2.332143895,1.335884987,1.657941415,1.695343347,1.539228784,1.497132454,1.319310192,0,1.577245356,2.612517774,1.575536361,18,"bab",3,1,1,0.79,483.3,9429.22022,2
"2230","DEU000019604208","DEU",2.850706502,2.079441542,2.797281335,1.420655356,1.560010629,1.64372093,1.543586784,0.889981469,1.501267916,0,1.521859967,2.63188884,1.440563991,13,"abb",3,1,1,0.74,453.8,8853.672948,2
"2231","DEU000010202226","DEU",3.039749159,2.332143895,0,1.351237197,1.489299225,1.581188573,1.48338521,0.462341012,1.396182601,0,1.405438012,2.747270914,1.558144618,8,"ab",2,1,1,0.87,479.1904762,10348.50291,1
"2232","DEU000010202247","DEU",2.517696473,2.653241965,0,1.486365917,1.46525033,1.619741636,1.445174486,0.785691023,1.257806364,0,1.305042953,2.587764035,1.473045288,8,"ab",2,1,1,0.67,379.047619,7959.866299,1
"2233","DEU000010202249","DEU",2.93385687,2.079441542,0,1.332673388,1.476497777,1.568143694,1.447007095,0.917920362,1.369620336,0,1.41210505,2.595254707,1.342864803,10,"ab",2,1,1,0.74,453.3,8843.917909,1
"2234","DEU000000600132","DEU",1.757857918,3.230804396,2.653241965,1.382708424,1.576801556,1.64461045,1.561958942,0.889981469,1.372306734,0,1.411009483,2.714694744,1.394593164,15,"bab",3,1,1,0.78,444.3333333,9330.843271,2
"2235","DEU000002400503","DEU",1.568615918,1.824549292,3.33220451,1.212195109,1.57591049,1.614139718,1.528426951,1.203615909,1.495029093,0,1.550962705,2.564949357,1.219120652,19,"bab",3,1,1,0.64,350.952381,7579.098329,1
"2236","DEU000020004310","DEU",1.757857918,1.526056303,3.751854253,1.427840633,1.632010658,1.692089546,1.59570923,1.228445035,1.580754906,1.422735581,1.620085538,2.871679625,1.61210103,15,"bab",3,1,1,0.68,373.4285714,8064.489701,1
"2237","DEU000011802585","DEU",1.722766598,2.174751721,3.314186005,1.253173156,1.560010629,1.607603067,1.544659645,0.869741686,1.497132454,0,1.516928057,2.636673538,1.33324514,15,"bab",3,1,1,0.66,404.7,7895.728166,2
"2238","DEU000003400737","DEU",1.774952351,2.785011242,3.325036021,1.080417818,1.610539975,1.631049329,1.582912299,1.124748263,1.501267916,0,1.543586784,2.811408714,1.474476927,16,"bab",3,1,1,0.68,416.9,8133.751106,1
"2239","DEU000013903007","DEU",1.526056303,2.602689685,2.128231706,1.387714004,1.449723356,1.571384381,1.434768551,0.670651768,1.248441258,0,1.283727105,2.178532444,1.075264925,13,"bab",3,1,1,0.65,369.047619,7749.869827,2
"2240","DEU000004200941","DEU",2.721295428,2.397895273,0,1.277529177,1.44791683,1.535325282,1.441455614,0.425678273,1.314071841,0,1.326098161,2.57261223,1.414031116,8,"ab",2,1,1,0.35,194.2380952,4194.727555,1
"2241","DEU000004200932","DEU",1.960094784,1.916922612,3.063390922,1.408799816,1.520639636,1.61696436,1.505311612,0.799206396,1.461908664,0,1.481117713,2.465270676,1.29998204,13,"bab",3,1,1,0.68,416.4,8123.996068,2
"2242","DEU000021904746","DEU",3.284663565,2.174751721,0,1.331048857,1.54032842,1.608342158,1.513138295,1.001648495,1.455042034,0,1.491468931,1.884541203,1.429114358,12,"aaaaab",6,1,1,0.49,267.25,5844.107492,2
