,Unnamed: 0,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
20815,20816,MYS000011003481,MYS,4.6,3.5,24.5,28,6.7,2,35.3,44,32.6,2.7,35.3,17,2.076470588,bab,3,1,0
20842,20843,MYS000004501402,MYS,17.1,11.6,0,11.6,12,2.9,33.9,48.8,28.7,5.2,33.9,10,3.39,ab,2,1,0
20868,20869,MYS000007102239,MYS,20.6,14.8,0,14.8,21.5,2.2,36.8,60.5,35.4,1.4,36.8,8,4.6,ab,2,1,0
20939,20940,MYS000003801213,MYS,17.9,7.4,0,7.4,17.7,2.4,28.4,48.5,25.3,3.1,28.4,8,3.55,ab,2,1,0
20963,20964,MYS000000500157,MYS,37.9,23,0,23,25.9,5,63.1,94,60.9,2.2,63.1,8,7.8875,ab,2,1,0
20966,20967,MYS000000500135,MYS,9.2,7.2,21.8,29,12,2.8,42.8,57.6,38.2,4.6,42.8,13,3.292307692,bab,3,1,0
21006,21007,MYS000008502689,MYS,21.3,6,9.7,15.7,18.5,6.3,65,89.8,37,28,65,24,2.708333333,abab,4,1,0
21010,21011,MYS000008502664,MYS,29.1,10.3,0,10.3,10.4,2.4,56.7,69.5,39.4,17.3,56.7,12,4.725,ab,2,1,0
21012,21013,MYS000008502685,MYS,18.6,14.5,0,14.5,10.3,3.4,33.9,47.6,33.1,0.8,33.9,9,3.766666667,ab,2,1,0
21020,21021,MYS000006401991,MYS,44.9,16,0,16,41.5,5.6,136.2,183.3,60.9,75.3,136.2,12,11.35,ab,2,1,0
21034,21035,MYS000001000298,MYS,12.9,29.8,0,29.8,26.2,2.4,44.6,73.2,42.7,1.9,44.6,9,4.955555556,ab,2,1,0
21048,21049,MYS000001400413,MYS,5,4,15.5,19.5,15.2,2.7,33.7,51.6,24.5,9.2,33.7,26,1.296153846,babb,4,1,0
21052,21053,MYS000015404845,MYS,19.9,27,15.2,42.2,16.7,3.6,66.7,87,62.1,4.6,66.7,17,3.923529412,abab,4,1,0
21055,21056,MYS000015404857,MYS,28.3,19.7,13.5,33.2,23.6,5.4,65.7,94.7,61.5,4.2,65.7,13,5.053846154,abb,3,1,0
21056,21057,MYS000015404836,MYS,16.7,23.5,0,23.5,18.7,2.5,42.6,63.8,40.2,2.4,42.6,13,3.276923077,ab,2,1,0
21058,21059,MYS000015404846,MYS,4.4,6.7,0,6.7,15.3,2.6,31,48.9,11.1,19.9,31,21,1.476190476,ab,2,1,0
21060,21061,MYS000008102537,MYS,4.6,3.8,28.9,32.7,26.5,4.7,39.1,70.3,37.3,1.8,39.1,15,2.606666667,bab,3,1,0
21062,21063,MYS000008102560,MYS,15.6,12.2,0,12.2,20.7,2.4,28.6,51.7,27.8,0.8,28.6,8,3.575,ab,2,1,0
21077,21078,MYS000008002522,MYS,26.9,5.2,30,35.2,9.9,2.4,67.6,79.9,62.1,5.5,67.6,19,3.557894737,abab,4,1,0
21099,21100,MYS000009502984,MYS,8.7,7.9,0,7.9,34.4,3.6,94.5,132.5,16.6,77.9,94.5,24,3.9375,ab,2,1,0
21117,21118,MYS000009202905,MYS,26.7,5.9,13.8,19.7,46.7,4.1,49.9,100.7,46.4,3.5,49.9,18,2.772222222,abab,4,1,0
21150,21151,MYS000014304494,MYS,15.8,5.1,49.6,54.7,13.9,3.4,75.5,92.8,70.5,5,75.5,13,5.807692308,bab,3,1,0
21163,21164,MYS000012203858,MYS,16.1,16.3,0,16.3,26.1,3.5,60.5,90.1,32.4,28.1,60.5,13,4.653846154,ab,2,1,0
21164,21165,MYS000012203837,MYS,8,7.7,28.7,36.4,11.6,2.7,48.1,62.4,44.4,3.7,48.1,13,3.7,bab,3,1,0
21210,21211,MYS000013704324,MYS,21.3,8.1,34.1,42.2,23.1,5.1,72.7,100.9,63.5,9.2,72.7,23,3.160869565,baaaaab,7,1,0
21212,21213,MYS000013704321,MYS,5.1,5.1,0,5.1,31.4,7.5,59.3,98.2,10.2,49.1,59.3,28,2.117857143,ab,2,1,0
21227,21228,MYS000007002193,MYS,4.4,4.3,34.9,39.2,24.8,2.8,53.2,80.8,43.6,9.6,53.2,23,2.313043478,bab,3,1,0
21246,21247,MYS000011603652,MYS,10.5,17.9,0,17.9,23.5,2.1,30.8,56.4,28.4,2.4,30.8,8,3.85,ab,2,1,0
21248,21249,MYS000011603650,MYS,5.7,19.8,20.6,40.4,19.3,2.2,48.4,69.9,46.1,2.3,48.4,14,3.457142857,bab,3,1,0
21260,21261,MYS000008702735,MYS,29.6,18.6,0,18.6,24.2,2.8,49.7,76.7,48.2,1.5,49.7,8,6.2125,ab,2,1,0
21269,21270,MYS000011303548,MYS,10.6,18.7,0,18.7,31.5,2.7,31.6,65.8,29.3,2.3,31.6,8,3.95,ab,2,1,0
21277,21278,MYS000002100657,MYS,34.1,17.7,0,17.7,27.7,2.8,53.2,83.7,51.8,1.4,53.2,9,5.911111111,ab,2,1,0
21286,21287,MYS000000200058,MYS,14.6,4.8,0,4.8,10.1,5.9,20.6,36.6,19.4,1.2,20.6,8,2.575,ab,2,1,0
21295,21296,MYS000014604610,MYS,35.3,26.8,0,26.8,44.3,25.3,192.1,261.7,62.1,130,192.1,15,12.80666667,ab,2,1,0
21319,21320,MYS000002500792,MYS,12.3,7.7,0,7.7,19.1,3.3,46.8,69.2,20,26.8,46.8,16,2.925,aab,3,1,0
21340,21341,MYS000000400102,MYS,34.8,27.1,0,27.1,17.2,3.9,64.7,85.8,61.9,2.8,64.7,13,4.976923077,aaaaab,6,1,0
21344,21345,MYS000000400127,MYS,4,6.4,18.6,25,19.2,2.5,77.6,99.3,29,48.6,77.6,41,1.892682927,bbab,4,1,0
21366,21367,MYS000013204151,MYS,4.8,6.7,35.5,42.2,13.4,2.7,53.4,69.5,47,6.4,53.4,20,2.67,bab,3,1,0
21369,21370,MYS000012103818,MYS,26.7,14.1,0,14.1,32,3.5,41.7,77.2,40.8,0.9,41.7,8,5.2125,ab,2,1,0
21371,21372,MYS000012103800,MYS,53.7,16.6,0,16.6,9.4,3.2,74.6,87.2,70.3,4.3,74.6,10,7.46,ab,2,1,0
21428,21429,MYS000012003766,MYS,8.5,5,14.5,19.5,22.6,2.1,57.4,82.1,28,29.4,57.4,19,3.021052632,abb,3,1,0
21430,21431,MYS000012003782,MYS,16,5.3,45.9,51.2,37.2,4.9,88.2,130.3,67.2,21,88.2,24,3.675,baaaaab,7,1,0
21433,21434,MYS000005301663,MYS,32.5,20.2,0,20.2,7.9,3.5,53.5,64.9,52.7,0.8,53.5,9,5.944444444,ab,2,1,0
21437,21438,MYS000005301653,MYS,4.7,6.6,23.7,30.3,28.1,3,57.7,88.8,35,22.7,57.7,21,2.747619048,bab,3,1,0
21448,21449,MYS000004101297,MYS,7,12.3,0,12.3,45.7,3.9,62.8,112.4,19.3,43.5,62.8,23,2.730434783,ab,2,1,0
21458,21459,MYS000015504898,MYS,7.5,10.7,0,10.7,18.6,5.3,32.7,56.6,18.2,14.5,32.7,13,2.515384615,ab,2,1,0
21467,21468,MYS000008602719,MYS,24.4,6,0,6,15.3,5.3,33.4,54,30.4,3,33.4,8,4.175,ab,2,1,0
21469,21470,MYS000008602707,MYS,46.5,25.1,0,25.1,9.7,3.1,75.9,88.7,71.6,4.3,75.9,8,9.4875,ab,2,1,0
21479,21480,MYS000015304826,MYS,25.6,12,23.5,35.5,12.3,2.7,69.8,84.8,61.1,8.7,69.8,23,3.034782609,abab,4,1,0
21481,21482,MYS000009102856,MYS,56.1,12.4,29.2,41.6,47.8,3.7,134.3,185.8,97.7,36.6,134.3,18,7.461111111,abab,4,1,0
21484,21485,MYS000009102853,MYS,58.2,5.6,51.7,57.3,38.1,3.8,122.5,164.4,115.5,7,122.5,24,5.104166667,abaab,5,1,0
21485,21486,MYS000009102862,MYS,35,16,0,16,11.4,2.5,52.3,66.2,51,1.3,52.3,8,6.5375,ab,2,1,0
21486,21487,MYS000005401677,MYS,19.2,4.2,15.7,19.9,10.4,3.1,47.9,61.4,39.1,8.8,47.9,22,2.177272727,abab,4,1,0
21489,21490,MYS000005401695,MYS,5.2,5.3,17.1,22.4,7.6,2.4,35.7,45.7,27.6,8.1,35.7,16,2.23125,bab,3,1,0
21491,21492,MYS000005401688,MYS,13.3,9,10.1,19.1,9.2,3.8,36.1,49.1,32.4,3.7,36.1,13,2.776923077,bab,3,1,0
21492,21493,MYS000005401694,MYS,24.3,4.4,22.2,26.6,22.6,5.5,106.3,134.4,50.9,55.4,106.3,64,1.6609375,aababab,7,1,0
21495,21496,MYS000006602065,MYS,10.4,14,9.1,23.1,22.9,3.2,64.7,90.8,33.5,31.2,64.7,28,2.310714286,abab,4,1,0
21499,21500,MYS000014504565,MYS,25.8,8.6,14,22.6,48,3.5,62.9,114.4,48.4,14.5,62.9,28,2.246428571,abab,4,1,0
21503,21504,MYS000014504576,MYS,29,14.9,0,14.9,14.9,2.6,46.1,63.6,43.9,2.2,46.1,8,5.7625,ab,2,1,0
21505,21506,MYS000014504570,MYS,11.3,4.1,65,69.1,52.2,2.8,86.5,141.5,80.4,6.1,86.5,29,2.982758621,bababb,6,1,0
21518,21519,MYS000014004412,MYS,35.9,32.8,0,32.8,26,2.1,69.7,97.8,68.7,1,69.7,9,7.744444444,ab,2,1,0
21521,21522,MYS000014004397,MYS,19.8,12,4.4,16.4,13,4.3,41.5,58.8,36.2,5.3,41.5,19,2.184210526,abab,4,1,0
21522,21523,MYS000013904370,MYS,35.6,7.8,22,29.8,19.7,2.8,105.8,128.3,65.4,40.4,105.8,32,3.30625,aabab,5,1,0
21527,21528,MYS000011903744,MYS,24.3,7.8,0,7.8,28.7,3.8,37.5,70,32.1,5.4,37.5,12,3.125,ab,2,1,0
21537,21538,MYS000000800261,MYS,18.7,36,0,36,29,3.7,114.9,147.6,54.7,60.2,114.9,13,8.838461538,ab,2,1,0
21550,21551,NLD000000800203,NLD,37,7.9,0,7.9,7.4,7.2,48.5,63.1,44.9,3.6,48.5,8,6.0625,ab,2,1,1
21566,21567,NLD000004101043,NLD,10.8,15.6,20.2,35.8,10.5,4.2,51.1,65.8,46.6,4.5,51.1,15,3.406666667,bab,3,1,1
21568,21569,NLD000004101027,NLD,4.2,5.7,45.7,51.4,6.8,4.8,57.8,69.4,55.6,2.2,57.8,13,4.446153846,bab,3,1,1
21572,21573,NLD000016704152,NLD,21.2,12.9,0,12.9,3.7,5,40.8,49.5,34.1,6.7,40.8,14,2.914285714,aab,3,1,1
21573,21574,NLD000016704144,NLD,4.9,9.9,0,9.9,7.3,2.8,15.7,25.8,14.8,0.9,15.7,9,1.744444444,ab,2,1,1
21574,21575,NLD000016704146,NLD,23.6,11.9,0,11.9,5.9,2.6,38.7,47.2,35.5,3.2,38.7,10,3.87,ab,2,1,1
21575,21576,NLD000016704153,NLD,11.4,8.6,0,8.6,18.7,9.4,20.8,48.9,20,0.8,20.8,8,2.6,ab,2,1,1
21581,21582,NLD000014603611,NLD,6.2,4.1,33.4,37.5,10.1,2.6,60,72.7,43.7,16.3,60,35,1.714285714,bbabb,5,1,1
21583,21584,NLD000014603608,NLD,6,19.6,0,19.6,14.1,2.3,26.8,43.2,25.6,1.2,26.8,9,2.977777778,ab,2,1,1
21584,21585,NLD000014603621,NLD,27.8,7.3,6,13.3,6.1,2.8,44.6,53.5,41.1,3.5,44.6,17,2.623529412,abab,4,1,1
21585,21586,NLD000014603624,NLD,14,7.4,0,7.4,8.4,3.3,23.6,35.3,21.4,2.2,23.6,8,2.95,ab,2,1,1
21593,21594,NLD000015303801,NLD,6.8,7.7,17.9,25.6,3.8,3.9,37.9,45.6,32.4,5.5,37.9,18,2.105555556,bab,3,1,1
21596,21597,NLD000003200806,NLD,18.7,6.8,0,6.8,4.3,3,27.2,34.5,25.5,1.7,27.2,8,3.4,ab,2,1,1
21606,21607,NLD000007501839,NLD,10.1,6.7,34.6,41.3,12.6,3.5,65.6,81.7,51.4,14.2,65.6,36,1.822222222,babaab,6,1,1
21609,21610,NLD000007501850,NLD,4.9,5.4,0,5.4,11.9,3.6,14.4,29.9,10.3,4.1,14.4,11,1.309090909,ab,2,1,1
21610,21611,NLD000007501857,NLD,12.5,12.5,0,12.5,29.8,2.2,30.2,62.2,25,5.2,30.2,10,3.02,ab,2,1,1
21611,21612,NLD000007501840,NLD,5.7,11,0,11,12.3,3,19.8,35.1,16.7,3.1,19.8,10,1.98,ab,2,1,1
21613,21614,NLD000009502356,NLD,6,4,4.9,8.9,8.6,3.2,31.8,43.6,14.9,16.9,31.8,18,1.766666667,abb,3,1,1
21628,21629,NLD000006801674,NLD,15.6,6.7,8.7,15.4,13.6,2.3,34,49.9,31,3,34,17,2,abab,4,1,1
21630,21631,NLD000006801683,NLD,18.4,7.1,0,7.1,30.9,2.9,27.3,61.1,25.5,1.8,27.3,8,3.4125,ab,2,1,1
21634,21635,NLD000003000747,NLD,6.1,5.6,13.5,19.1,9.6,2.7,29.4,41.7,25.2,4.2,29.4,16,1.8375,bab,3,1,1
21641,21642,NLD000004401113,NLD,9.3,6,4.7,10.7,21.9,4.2,23.9,50,20,3.9,23.9,17,1.405882353,abab,4,1,1
21646,21647,NLD000005301303,NLD,30.2,20.8,0,20.8,11.2,3.2,52.7,67.1,51,1.7,52.7,8,6.5875,ab,2,1,1
21648,21649,NLD000005301290,NLD,10.6,8.4,0,8.4,11.9,1.8,19.8,33.5,19,0.8,19.8,8,2.475,ab,2,1,1
21649,21650,NLD000005301299,NLD,8.6,9.6,0,9.6,8.6,2.1,22.9,33.6,18.2,4.7,22.9,12,1.908333333,ab,2,1,1
21650,21651,NLD000005301315,NLD,4.8,2.6,14,16.6,9.3,3.6,24.1,37,21.4,2.7,24.1,17,1.417647059,baaaaab,7,1,1
21657,21658,NLD000004801211,NLD,16.1,6.5,17,23.5,23.9,2.4,42.5,68.8,39.6,2.9,42.5,18,2.361111111,abab,4,1,1
21665,21666,NLD000007101737,NLD,30,5.9,5.7,11.6,11.2,2.8,44.5,58.5,41.6,2.9,44.5,17,2.617647059,abab,4,1,1
21666,21667,NLD000011302809,NLD,8.7,7.7,0,7.7,18.6,4.8,18.6,42,16.4,2.2,18.6,10,1.86,ab,2,1,1
21673,21674,NLD000014103508,NLD,11.1,20,0,20,14.3,7,33.7,55,31.1,2.6,33.7,10,3.37,ab,2,1,1
21674,21675,NLD000014103493,NLD,11.9,12.3,9.3,21.6,14.7,2.4,46.7,63.8,33.5,13.2,46.7,19,2.457894737,abb,3,1,1
21677,21678,NLD000014103503,NLD,25,8.6,15.7,24.3,14.1,2.9,53,70,49.3,3.7,53,19,2.789473684,abab,4,1,1
21679,21680,NLD000014103488,NLD,17.7,3.3,0,3.3,13.1,4.2,24.9,42.2,21,3.9,24.9,10,2.49,ab,2,1,1
21682,21683,NLD000017504333,NLD,6.7,4.7,22.1,26.8,10.4,3.5,36,49.9,33.5,2.5,36,13,2.769230769,bab,3,1,1
21687,21688,NLD000017504336,NLD,8.1,16.2,24.3,40.5,16,3.4,56.2,75.6,48.6,7.6,56.2,13,4.323076923,bab,3,1,1
21690,21691,NLD000005601372,NLD,4.3,9.1,0,9.1,5.6,5.9,34,45.5,13.4,20.6,34,14,2.428571429,ab,2,1,1
21691,21692,NLD000005401333,NLD,28.3,9.2,0,9.2,6.5,2.4,38.5,47.4,37.5,1,38.5,8,4.8125,ab,2,1,1
21706,21707,NLD000006301541,NLD,5.4,10.6,48.2,58.8,20,5.8,78.4,104.2,64.2,14.2,78.4,18,4.355555556,bbab,4,1,1
21707,21708,NLD000006301540,NLD,17.1,14.8,0,14.8,11,2.7,33.7,47.4,31.9,1.8,33.7,8,4.2125,ab,2,1,1
21708,21709,NLD000006301533,NLD,19,5.5,7.2,12.7,7.1,3.6,37,47.7,31.7,5.3,37,22,1.681818182,ababb,5,1,1
21709,21710,NLD000006301557,NLD,8,4,32.3,36.3,4.6,3.1,47.7,55.4,44.3,3.4,47.7,22,2.168181818,babab,5,1,1
21720,21721,NLD000009002225,NLD,11.5,13.5,0,13.5,22.6,5.2,26.3,54.1,25,1.3,26.3,8,3.2875,ab,2,1,1
21722,21723,NLD000009002238,NLD,15.6,10.8,0,10.8,21.6,5.1,27.9,54.6,26.4,1.5,27.9,8,3.4875,ab,2,1,1
21725,21726,NLD000009002227,NLD,20.7,6.2,0,6.2,2,2,28.2,32.2,26.9,1.3,28.2,8,3.525,ab,2,1,1
21728,21729,NLD000017904450,NLD,9.2,8.2,0,8.2,8.5,5.8,34.7,49,17.4,17.3,34.7,15,2.313333333,ab,2,1,1
21729,21730,NLD000017904441,NLD,12.3,6,0,6,3.3,2.7,44.4,50.4,18.3,26.1,44.4,15,2.96,ab,2,1,1
21731,21732,NLD000017904443,NLD,26.3,6.9,31.6,38.5,11.8,3.6,68.9,84.3,64.8,4.1,68.9,22,3.131818182,abbab,5,1,1
21735,21736,NLD000011702908,NLD,7.7,4.3,5.4,9.7,14.8,3.1,21.5,39.4,17.4,4.1,21.5,17,1.264705882,abab,4,1,1
21736,21737,NLD000011702900,NLD,9.5,6.8,0,6.8,12.3,3,18.2,33.5,16.3,1.9,18.2,8,2.275,ab,2,1,1
21750,21751,NLD000009902475,NLD,8.8,9.4,5.2,14.6,17.8,3.4,55.6,76.8,23.4,32.2,55.6,26,2.138461538,abab,4,1,1
21781,21782,NLD000016104001,NLD,11.1,4.9,13.1,18,13.3,2.9,31.9,48.1,29.1,2.8,31.9,18,1.772222222,abab,4,1,1
21784,21785,NLD000016104010,NLD,16.5,5.7,0,5.7,7.9,4.4,23.1,35.4,22.2,0.9,23.1,8,2.8875,ab,2,1,1
21802,21803,NLD000000600139,NLD,33,7.4,6.9,14.3,5.3,2.3,54.4,62,47.3,7.1,54.4,21,2.59047619,abab,4,1,1
21810,21811,NLD000011402827,NLD,21.2,6.6,5.8,12.4,7.8,2.3,36.9,47,33.6,3.3,36.9,17,2.170588235,abab,4,1,1
21811,21812,NLD000000400087,NLD,28,12.9,0,12.9,7.8,2.6,42,52.4,40.9,1.1,42,8,5.25,ab,2,1,1
21821,21822,NLD000013703389,NLD,7,6.2,0,6.2,7.2,3.3,14.4,24.9,13.2,1.2,14.4,8,1.8,ab,2,1,1
21822,21823,NLD000013703395,NLD,7.2,5.8,8.1,13.9,16.2,7,29.2,52.4,21.1,8.1,29.2,18,1.622222222,abb,3,1,1
21827,21828,NLD000008602126,NLD,10.2,6.1,0,6.1,13.6,4,24.7,42.3,16.3,8.4,24.7,8,3.0875,ab,2,1,1
21829,21830,NLD000011202770,NLD,14,22,0,22,15.7,5,37.3,58,36,1.3,37.3,9,4.144444444,ab,2,1,1
21830,21831,NLD000011202779,NLD,19.9,8,0,8,13.6,3.3,29.8,46.7,27.9,1.9,29.8,8,3.725,ab,2,1,1
21842,21843,NLD000002600646,NLD,4.8,7,24.5,31.5,18.5,5.1,38.4,62,36.3,2.1,38.4,18,2.133333333,babb,4,1,1
21853,21854,NLD000015103754,NLD,16.1,10.9,0,10.9,8,2.5,27.9,38.4,27,0.9,27.9,8,3.4875,ab,2,1,1
21860,21861,NLD000001000259,NLD,16.9,6.1,13.9,20,13.3,2.1,50.9,66.3,36.9,14,50.9,26,1.957692308,abab,4,1,1
21868,21869,NLD000010302544,NLD,5.4,5.9,28.4,34.3,13.8,2.7,41.7,58.2,39.7,2,41.7,17,2.452941176,bab,3,1,1
21869,21870,NLD000010302539,NLD,22.4,7.3,0,7.3,13.2,3.2,32.1,48.5,29.7,2.4,32.1,8,4.0125,ab,2,1,1
21873,21874,NLD000007301797,NLD,3.6,4,18.7,22.7,13.3,4.7,29.6,47.6,26.3,3.3,29.6,13,2.276923077,bab,3,1,1
21876,21877,NLD000007301783,NLD,13.2,8.4,13,21.4,14.5,2.2,41.9,58.6,34.6,7.3,41.9,20,2.095,baab,4,1,1
21877,21878,NLD000007301790,NLD,5.8,6.1,16.9,23,7.2,2.9,32.6,42.7,28.8,3.8,32.6,15,2.173333333,bab,3,1,1
21880,21881,NLD000010202513,NLD,17.6,6.2,0,6.2,21.2,4.4,25.1,50.7,23.8,1.3,25.1,8,3.1375,ab,2,1,1
21881,21882,NLD000001800457,NLD,9,7,4.6,11.6,16,2.3,23.6,41.9,20.6,3,23.6,17,1.388235294,abab,4,1,1
21882,21883,NLD000001800454,NLD,22.4,9,25.9,34.9,20.9,3.2,60.9,85,57.3,3.6,60.9,18,3.383333333,abab,4,1,1
21885,21886,NLD000001800466,NLD,4.1,5.5,0,5.5,16.6,2.3,10.8,29.7,9.6,1.2,10.8,8,1.35,ab,2,1,1
21888,21889,NLD000009802431,NLD,17.6,10.3,0,10.3,6.3,2.6,28.8,37.7,27.9,0.9,28.8,8,3.6,ab,2,1,1
21891,21892,NLD000009802432,NLD,6.4,9.1,17,26.1,10.6,2.7,34.3,47.6,32.5,1.8,34.3,13,2.638461538,bab,3,1,1
21893,21894,NLD000016003960,NLD,17.8,9.3,0,9.3,5.9,2.6,36.1,44.6,27.1,9,36.1,11,3.281818182,ab,2,1,1
21900,21901,NLD000010902710,NLD,8.1,7,0,7,36.9,2.4,16,55.3,15.1,0.9,16,8,2,ab,2,1,1
21901,21902,NLD000010902722,NLD,19.3,6.2,4.8,11,12.3,3.4,50.8,66.5,30.3,20.5,50.8,27,1.881481481,abab,4,1,1
21906,21907,NLD000004501138,NLD,11.6,10.7,17.2,27.9,33.2,3.1,40.8,77.1,39.5,1.3,40.8,13,3.138461538,bab,3,1,1
21908,21909,NLD000004501137,NLD,4.4,3.6,7.6,11.2,10.5,3.8,17.6,31.9,15.6,2,17.6,13,1.353846154,bab,3,1,1
21910,21911,NLD000005101263,NLD,7.6,6.7,5.9,12.6,16.9,4.2,23.3,44.4,20.2,3.1,23.3,13,1.792307692,bab,3,1,1
21911,21912,NLD000005101267,NLD,5.9,3.8,32,35.8,12.3,6.7,53.1,72.1,41.7,11.4,53.1,22,2.413636364,babb,4,1,1
21912,21913,NLD000005101272,NLD,8,7.6,9,16.6,26.2,5,28.7,59.9,24.6,4.1,28.7,13,2.207692308,bab,3,1,1
21915,21916,NLD000005101266,NLD,15.9,9.7,7.4,17.1,18.1,2.4,36.3,56.8,33,3.3,36.3,17,2.135294118,abab,4,1,1
21916,21917,NLD000005101278,NLD,4.6,3.5,13.1,16.6,11.8,5.3,23.5,40.6,21.2,2.3,23.5,13,1.807692308,bab,3,1,1
21919,21920,NLD000017404324,NLD,4.9,5,13.6,18.6,20.2,3.3,26.1,49.6,23.5,2.6,26.1,13,2.007692308,bab,3,1,1
21925,21926,NLD000003800937,NLD,11.5,8.8,0,8.8,29,3.9,21.8,54.7,20.3,1.5,21.8,8,2.725,ab,2,1,1
21934,21935,NLD000000200048,NLD,4,3.5,18.4,21.9,5.1,2.2,64.7,72,25.9,38.8,64.7,35,1.848571429,bbbab,5,1,1
21942,21943,NLD000015003706,NLD,9.4,6.4,0,6.4,7.5,7.4,24.2,39.1,15.8,8.4,24.2,14,1.728571429,ab,2,1,1
21944,21945,NLD000015003726,NLD,6.6,5.6,26.9,32.5,6,3.8,47.1,56.9,39.1,8,47.1,15,3.14,bab,3,1,1
21947,21948,NLD000009202277,NLD,3.8,7.6,21.7,29.3,26.6,2.5,35.5,64.6,33.1,2.4,35.5,13,2.730769231,bab,3,1,1
21951,21952,NLD000009202296,NLD,3.6,5.4,19.7,25.1,15.4,2.2,31.3,48.9,28.7,2.6,31.3,13,2.407692308,bab,3,1,1
21958,21959,NLD000006101500,NLD,17.4,6.3,0,6.3,8.5,2.4,26.5,37.4,23.7,2.8,26.5,10,2.65,ab,2,1,1
21959,21960,NLD000006101488,NLD,24.5,8.2,28.9,37.1,6,5.6,70.8,82.4,61.6,9.2,70.8,23,3.07826087,abab,4,1,1
21961,21962,NLD000008502090,NLD,15.1,32.1,7.6,39.7,17.4,4.2,60.3,81.9,54.8,5.5,60.3,17,3.547058824,abab,4,1,1
21982,21983,NLD000012303045,NLD,10,7.6,0,7.6,16.3,2.6,18.8,37.7,17.6,1.2,18.8,8,2.35,ab,2,1,1
21984,21985,NLD000009402339,NLD,21.5,4.3,17.6,21.9,15.3,2.8,46.6,64.7,43.4,3.2,46.6,17,2.741176471,abab,4,1,1
21985,21986,NLD000009402341,NLD,3.5,8.8,20.3,29.1,21.6,2.4,34.9,58.9,32.6,2.3,34.9,13,2.684615385,bab,3,1,1
21986,21987,NLD000009402349,NLD,2.9,21.5,12.9,34.4,8.5,3.4,42.4,54.3,37.3,5.1,42.4,16,2.65,bab,3,1,1
21987,21988,NLD000009402352,NLD,16.7,16.9,0,16.9,8.4,5.7,34.7,48.8,33.6,1.1,34.7,8,4.3375,ab,2,1,1
21992,21993,NLD000002900741,NLD,21.2,3.9,9.2,13.1,17.4,1.9,37.2,56.5,34.3,2.9,37.2,17,2.188235294,abab,4,1,1
21996,21997,NLD000004301084,NLD,22.4,5,23.4,28.4,12,2.9,67,81.9,50.8,16.2,67,31,2.161290323,abbab,5,1,1
21997,21998,NLD000004301083,NLD,14.2,7.8,15.7,23.5,8.7,2.2,40.1,51,37.7,2.4,40.1,17,2.358823529,abab,4,1,1
22000,22001,NLD000010502604,NLD,3.2,14.6,20.9,35.5,18.7,4.8,56.9,80.4,38.7,18.2,56.9,22,2.586363636,bab,3,1,1
22001,22002,NLD000010502610,NLD,9.8,48.3,6.8,55.1,14.3,2.9,79.7,96.9,64.9,14.8,79.7,16,4.98125,abb,3,1,1
22004,22005,NLD000010502617,NLD,11.2,14.1,0,14.1,14.2,1.8,26.1,42.1,25.3,0.8,26.1,8,3.2625,ab,2,1,1
22006,22007,NLD000010502599,NLD,4.7,17.4,20.3,37.7,12.5,4.9,46.2,63.6,42.4,3.8,46.2,13,3.553846154,bab,3,1,1
22007,22008,NLD000010502595,NLD,7.4,7.4,0,7.4,16.5,4.9,17.3,38.7,14.8,2.5,17.3,8,2.1625,ab,2,1,1
22009,22010,NLD000002300580,NLD,6.7,6.1,12.9,19,25.5,2.9,28.8,57.2,25.7,3.1,28.8,15,1.92,bab,3,1,1
22010,22011,NLD000002300590,NLD,13.7,8,0,8,4.1,4.4,24.7,33.2,21.7,3,24.7,10,2.47,ab,2,1,1
22011,22012,NLD000002300591,NLD,7,15.4,11.6,27,18.5,2.8,39.4,60.7,34,5.4,39.4,15,2.626666667,abb,3,1,1
22013,22014,NLD000008902205,NLD,5,4.1,9.6,13.7,14.9,2.8,22.2,39.9,18.7,3.5,22.2,13,1.707692308,bab,3,1,1
22014,22015,NLD000008902214,NLD,3.4,5.7,6.9,12.6,12.6,3.5,21.2,37.3,16,5.2,21.2,13,1.630769231,bab,3,1,1
22015,22016,NLD000008902219,NLD,21.1,20.7,0,20.7,12.1,8.5,44.3,64.9,41.8,2.5,44.3,11,4.027272727,ab,2,1,1
22018,22019,NLD000008902199,NLD,4.9,7.9,22.9,30.8,12.1,2.9,38.5,53.5,35.7,2.8,38.5,14,2.75,bab,3,1,1
22020,22021,NLD000017804420,NLD,10.6,5.7,0,5.7,10.5,3.7,44.3,58.5,16.3,28,44.3,14,3.164285714,ab,2,1,1
22021,22022,NLD000017804414,NLD,9.4,13.9,0,13.9,7.8,2.1,26.1,36,23.3,2.8,26.1,10,2.61,ab,2,1,1
22023,22024,NLD000017804418,NLD,11.7,7.6,0,7.6,13.1,2.9,20.7,36.7,19.3,1.4,20.7,8,2.5875,ab,2,1,1
22024,22025,NLD000017804419,NLD,3.4,4.5,13.8,18.3,17.8,3.1,24.4,45.3,21.7,2.7,24.4,13,1.876923077,bab,3,1,1
22026,22027,NLD000017804427,NLD,10.8,4.4,15.6,20,10.8,3.1,36.3,50.2,30.8,5.5,36.3,19,1.910526316,abab,4,1,1
