stu_id,sequence,length
AUS000045608458,b,1.0
AUS000045608463,b,1.0
AUS000042007753,ab,2.0
AUS000038607145,babb,4.0
AUS000038607150,ab,2.0
AUS000058210823,b,1.0
AUS000018903549,b,1.0
AUS000027005019,bb,2.0
AUS000027005038,ab,2.0
AUS000027005036,a,1.0
AUS000049909279,b,1.0
AUS000049909272,abab,4.0
AUS000070113092,b,1.0
AUS000070113083,ab,2.0
AUS000002500480,ab,2.0
AUS000065812303,bab,3.0
AUS000065812318,ab,2.0
AUS000039907384,ab,2.0
AUS000016403094,ab,2.0
AUS000016403084,abaaaaab,8.0
AUS000022404139,a,1.0
AUS000064712071,bab,3.0
AUS000039607316,ab,2.0
AUS000039607335,aab,3.0
AUS000039607333,b,1.0
AUS000005100984,a,1.0
AUS000047008711,b,1.0
AUS000021003887,b,1.0
AUS000021003897,ab,2.0
AUS000012702383,ab,2.0
AUS000046208571,ab,2.0
AUS000045108374,b,1.0
AUS000045108360,abab,4.0
AUS000014102620,ab,2.0
AUS000042307827,b,1.0
AUS000030105585,ab,2.0
AUS000045408429,b,1.0
AUS000062411630,ab,2.0
AUS000028205267,ab,2.0
AUS000028205265,b,1.0
AUS000049309162,abab,4.0
AUS000038207070,bb,2.0
AUS000038207063,ab,2.0
AUS000038207080,a,1.0
AUS000061211403,ab,2.0
AUS000061211419,b,1.0
AUS000061211402,b,1.0
AUS000058010794,bab,3.0
AUS000058810958,aa,2.0
AUS000067412600,ab,2.0
AUS000067412607,a,1.0
AUS000011002054,bab,3.0
AUS000011002060,b,1.0
AUS000011002052,ab,2.0
AUS000034606432,b,1.0
AUS000034606421,bb,2.0
AUS000022304125,ab,2.0
AUS000022304111,ababab,6.0
AUS000022304129,ab,2.0
AUS000022304121,bab,3.0
AUS000003700709,b,1.0
AUS000037406908,ba,2.0
AUS000037406906,ab,2.0
AUS000037406912,bab,3.0
AUS000045208378,abab,4.0
AUS000019203586,bab,3.0
AUS000075514131,abab,4.0
AUS000075514117,b,1.0
AUS000056410492,a,1.0
AUS000073213660,a,1.0
AUS000073213649,babab,5.0
AUS000053409914,ab,2.0
AUS000053409919,aabab,5.0
AUS000069613015,abab,4.0
AUS000001700316,b,1.0
AUS000001700314,ab,2.0
AUS000001700311,bab,3.0
AUS000001700312,bab,3.0
AUS000057010608,bb,2.0
AUS000031005776,b,1.0
AUS000031005758,ab,2.0
AUS000014302688,a,1.0
AUS000014302676,a,1.0
AUS000014302680,babb,4.0
AUS000063411822,a,1.0
AUS000063411831,ababb,5.0
AUS000063411816,ab,2.0
AUS000039307263,b,1.0
AUS000039307257,ab,2.0
AUS000039307255,abab,4.0
AUS000025504701,ab,2.0
AUS000017203236,bab,3.0
AUS000022504166,abb,3.0
AUS000074113837,bab,3.0
AUS000074113835,ab,2.0
AUS000018703517,aab,3.0
AUS000018703513,ab,2.0
AUS000064812093,b,1.0
AUS000064812098,b,1.0
AUS000064812083,abab,4.0
AUS000029705527,ab,2.0
AUS000029705513,ab,2.0
AUS000029705521,b,1.0
AUS000069212938,ba,2.0
AUS000077214419,a,1.0
AUS000077214425,bab,3.0
AUS000047808856,ab,2.0
AUS000047808862,ab,2.0
AUS000047808855,a,1.0
AUS000016703142,b,1.0
AUS000025604746,b,1.0
AUS000025604745,ab,2.0
AUS000025604754,ab,2.0
AUS000041007579,a,1.0
AUS000068112723,bab,3.0
AUS000068112718,babb,4.0
AUS000019103582,ab,2.0
AUS000019103576,b,1.0
AUS000019103570,ab,2.0
AUS000051909639,b,1.0
AUS000059711108,ab,2.0
AUS000059711113,b,1.0
AUS000029005408,ab,2.0
AUS000029005402,ab,2.0
AUS000055410285,bab,3.0
AUS000037706978,abab,4.0
AUS000037706963,b,1.0
AUS000025404665,aaaaa,5.0
AUS000025404667,ab,2.0
AUS000025404675,b,1.0
AUS000076614304,aba,3.0
AUS000066312403,a,1.0
AUS000066312401,b,1.0
AUS000066312409,bab,3.0
AUS000018303443,b,1.0
AUS000019503643,ab,2.0
AUS000070613182,ab,2.0
AUS000054110044,aababab,7.0
AUS000054110045,abbab,5.0
AUS000057610718,b,1.0
AUS000057610713,ab,2.0
AUS000006101164,ab,2.0
AUS000062811698,a,1.0
AUS000062811708,abab,4.0
AUS000016503118,babab,5.0
AUS000056010408,b,1.0
AUS000061511472,a,1.0
AUS000061511475,abab,4.0
AUS000059010993,b,1.0
AUS000071213295,a,1.0
AUS000071213292,abb,3.0
AUS000009601808,b,1.0
AUS000009601800,ab,2.0
AUS000009601807,ab,2.0
AUS000004500885,ab,2.0
AUS000061311431,bab,3.0
AUS000061311437,a,1.0
AUS000061311424,a,1.0
AUS000028505315,bab,3.0
AUS000028505306,b,1.0
AUS000066212387,babab,5.0
AUS000014402699,ab,2.0
AUS000014402696,b,1.0
AUS000026704966,b,1.0
AUS000041907744,a,1.0
AUS000040807552,baaaaab,7.0
AUS000008801643,b,1.0
AUS000039807366,bb,2.0
AUS000023004262,bab,3.0
AUS000023004263,b,1.0
AUS000023004258,b,1.0
AUS000072113437,b,1.0
AUS000021904056,ababb,5.0
AUS000046508610,ba,2.0
AUS000032406015,abab,4.0
AUS000032406028,aaaaabab,8.0
AUS000040507492,ab,2.0
AUS000040507495,bab,3.0
AUS000040507493,ab,2.0
AUS000010401946,b,1.0
AUS000010401945,b,1.0
AUS000033506238,a,1.0
AUS000033506235,ab,2.0
AUS000033506237,bab,3.0
AUS000049809251,bab,3.0
AUS000049809270,bab,3.0
AUS000077114396,abab,4.0
AUS000077114398,a,1.0
AUS000077114403,b,1.0
AUS000008101533,a,1.0
AUS000050309364,bbbab,5.0
AUS000050309363,abaaaaab,8.0
AUS000074914000,ab,2.0
AUS000074914012,b,1.0
AUS000074914005,abab,4.0
AUS000074914015,abab,4.0
AUS000000600100,bab,3.0
AUS000000600104,ab,2.0
AUS000000600109,ababab,6.0
AUS000052509752,ab,2.0
AUS000052509755,ab,2.0
AUS000066012346,b,1.0
AUS000066012349,ab,2.0
AUS000066012341,bab,3.0
AUS000059911158,ab,2.0
AUS000029505480,abab,4.0
AUS000033706277,b,1.0
AUS000003800744,bb,2.0
AUS000003500683,a,1.0
AUS000003500672,b,1.0
AUS000003500685,bab,3.0
AUS000070213108,bbb,3.0
AUS000070213097,ab,2.0
AUS000038407107,a,1.0
AUS000038407119,ab,2.0
AUS000072513517,a,1.0
AUS000072513514,ab,2.0
AUS000033006123,bb,2.0
AUS000033006139,a,1.0
AUS000071913411,bab,3.0
AUS000000500095,ab,2.0
AUS000028105246,bab,3.0
AUS000028105254,ba,2.0
AUS000068012696,ab,2.0
AUS000068412779,ab,2.0
AUS000068412768,b,1.0
AUS000002300432,abab,4.0
AUS000002300445,ab,2.0
AUS000002300434,abab,4.0
AUS000020603810,abab,4.0
AUS000020603806,babb,4.0
AUS000047608812,bab,3.0
AUS000021203929,ab,2.0
AUS000021203941,bab,3.0
AUS000023504328,b,1.0
AUS000023504323,bab,3.0
AUS000016303075,abab,4.0
AUS000016303070,b,1.0
AUS000016303074,b,1.0
AUS000001600306,b,1.0
AUS000036706782,ab,2.0
AUS000058510886,b,1.0
AUS000058510885,ab,2.0
AUS000058510888,abba,4.0
AUS000016903182,baaaaab,7.0
AUS000056210448,b,1.0
AUS000056210449,abab,4.0
AUS000030405661,a,1.0
AUS000055210259,b,1.0
AUS000015902975,b,1.0
AUS000015902979,ab,2.0
AUS000066412426,a,1.0
AUS000066412427,bab,3.0
AUS000012402304,abbab,5.0
AUS000012402307,ab,2.0
AUS000012402317,baabb,5.0
AUS000010501956,b,1.0
AUS000010501964,ab,2.0
AUS000009501786,b,1.0
AUS000009501790,abab,4.0
AUS000009501792,ab,2.0
AUS000032806100,ab,2.0
AUS000052209696,ab,2.0
AUS000062511641,b,1.0
AUS000014902800,b,1.0
AUS000014902807,b,1.0
AUS000070013067,bab,3.0
AUS000070013054,bb,2.0
AUS000070013063,b,1.0
AUS000070013061,bab,3.0
AUS000035906655,ab,2.0
AUS000005801099,a,1.0
AUS000003900758,a,1.0
AUS000057210660,ab,2.0
AUS000039107215,b,1.0
AUS000039107221,b,1.0
AUS000034906494,b,1.0
AUS000034906505,b,1.0
AUS000071013248,a,1.0
AUS000046408603,b,1.0
AUS000012102256,a,1.0
AUS000051709614,bb,2.0
AUS000051709609,b,1.0
AUS000045508443,bab,3.0
AUS000045508445,aaaaab,6.0
AUS000008501597,ab,2.0
AUS000017403273,a,1.0
AUS000017403275,abbab,5.0
AUS000017403271,ab,2.0
AUS000040907562,b,1.0
AUS000008201545,bab,3.0
AUS000026204874,b,1.0
AUS000026204864,abab,4.0
AUS000026204860,ab,2.0
AUS000026204855,bab,3.0
AUS000035806636,bab,3.0
AUS000035806635,b,1.0
AUS000071513336,abab,4.0
AUS000051109502,ab,2.0
AUS000051109506,a,1.0
AUS000051109504,bab,3.0
AUS000007901480,b,1.0
AUS000046708660,b,1.0
AUS000052309713,abb,3.0
AUS000052309719,b,1.0
AUS000052309710,ab,2.0
AUS000047208748,abab,4.0
AUS000047208747,bab,3.0
AUS000024304475,aba,3.0
AUS000026104846,bb,2.0
AUS000026104836,bab,3.0
AUS000003400653,bab,3.0
AUS000003400650,abab,4.0
AUS000003400648,b,1.0
AUS000031105780,ab,2.0
AUS000068212745,ab,2.0
AUS000068212733,b,1.0
AUS000068212741,ab,2.0
AUS000020303777,ab,2.0
AUS000020303772,ab,2.0
AUS000020303778,aaaaaaa,7.0
AUS000072713547,b,1.0
AUS000072713560,b,1.0
AUS000013202450,abab,4.0
AUS000013202451,aba,3.0
AUS000061411455,ab,2.0
AUS000040607513,bab,3.0
AUS000040607508,baab,4.0
AUS000071713382,b,1.0
AUS000024904589,b,1.0
AUS000019603661,bab,3.0
AUS000002200403,b,1.0
AUS000071413317,bab,3.0
AUS000031805912,ab,2.0
AUS000045308414,b,1.0
AUS000045308411,a,1.0
AUS000050609408,ab,2.0
AUS000050609409,ab,2.0
AUS000028405304,a,1.0
AUS000028405290,abab,4.0
AUS000063511849,b,1.0
AUS000063511835,ba,2.0
AUS000063511842,abbab,5.0
AUS000074013814,ab,2.0
AUS000074013817,b,1.0
AUS000039707340,ab,2.0
AUS000039707351,bb,2.0
AUS000015802956,b,1.0
AUS000019303613,bab,3.0
AUS000061111389,ab,2.0
AUS000061111400,bab,3.0
AUS000003600702,bab,3.0
AUS000006301203,abab,4.0
AUS000058310859,abab,4.0
AUS000058310862,ab,2.0
AUS000058310850,ab,2.0
AUS000069813034,b,1.0
AUS000069813023,abb,3.0
AUS000069813024,bab,3.0
AUS000015602918,bab,3.0
AUS000015602916,bab,3.0
AUS000041707714,ab,2.0
AUS000041707709,abab,4.0
AUS000020503797,abab,4.0
AUS000020503793,ab,2.0
AUS000048408954,abab,4.0
AUS000048408971,abab,4.0
AUS000048408968,bab,3.0
AUS000016803153,a,1.0
AUS000016803150,b,1.0
AUS000059411060,ab,2.0
AUS000059411056,ba,2.0
AUS000043208002,b,1.0
AUS000043207999,bb,2.0
AUS000043208001,ab,2.0
AUS000057710740,a,1.0
AUS000057710736,a,1.0
AUS000047108726,ab,2.0
AUS000047108723,ab,2.0
AUS000047108721,ababb,5.0
AUS000070913225,abab,4.0
AUS000031505863,b,1.0
AUS000031505847,b,1.0
AUS000031505850,b,1.0
AUS000006001152,bb,2.0
AUS000001400253,abab,4.0
AUS000001400265,bab,3.0
AUS000066512442,ab,2.0
AUS000010301919,ab,2.0
AUS000057110636,abab,4.0
AUS000068812858,b,1.0
AUS000068812860,ab,2.0
AUS000068812864,bab,3.0
AUS000021103905,bab,3.0
AUS000021103907,babb,4.0
AUS000026905006,b,1.0
AUS000026905003,b,1.0
AUS000026904998,ab,2.0
AUS000068712848,abab,4.0
AUS000068712835,b,1.0
AUS000006701270,aaaaaab,7.0
AUS000045008350,b,1.0
AUS000045008348,ab,2.0
AUS000021804050,ab,2.0
AUS000029305457,a,1.0
AUS000032105966,ab,2.0
AUS000068312755,b,1.0
AUS000007001312,b,1.0
AUS000062711687,a,1.0
AUS000036106685,ab,2.0
AUS000066912510,b,1.0
AUS000044508247,abab,4.0
AUS000066112372,a,1.0
AUS000066112363,bbb,3.0
AUS000066112367,aa,2.0
AUS000025704769,bab,3.0
AUS000025704770,b,1.0
AUS000056710531,aaaaab,6.0
AUS000056710538,b,1.0
AUS000044008146,abb,3.0
AUS000044008151,b,1.0
AUS000031205799,b,1.0
AUS000031205791,ab,2.0
AUS000017003190,b,1.0
AUS000017003198,b,1.0
AUS000041607678,ab,2.0
AUS000041607694,b,1.0
AUS000017603320,abab,4.0
AUS000017603314,b,1.0
AUS000007301363,ab,2.0
AUS000059811144,a,1.0
AUS000059811149,b,1.0
AUS000074813976,bb,2.0
AUS000044908324,b,1.0
AUS000020103750,a,1.0
AUS000010601984,b,1.0
AUS000010601976,bab,3.0
AUS000054510148,abab,4.0
AUS000054510145,b,1.0
AUS000054510141,ab,2.0
AUS000047308759,ab,2.0
AUS000025804780,b,1.0
AUS000025804786,bab,3.0
AUS000012002239,a,1.0
AUS000012002233,ababb,5.0
AUS000032606051,abab,4.0
AUS000032906109,a,1.0
AUS000032906115,b,1.0
AUS000032906113,b,1.0
AUS000069112911,b,1.0
AUS000043107992,babb,4.0
AUS000043107983,b,1.0
AUS000063211796,b,1.0
AUS000063211804,ab,2.0
AUS000030905755,ab,2.0
AUS000021604014,b,1.0
AUS000000900147,ab,2.0
AUS000000900159,babb,4.0
AUS000067912686,abab,4.0
AUS000076914359,ab,2.0
AUS000076914365,ab,2.0
AUS000037806994,ab,2.0
AUS000037806991,bab,3.0
AUS000037806988,ab,2.0
AUS000069312958,b,1.0
AUS000069312957,ab,2.0
AUS000069312961,abab,4.0
AUS000054910212,bab,3.0
AUS000050709438,bab,3.0
AUS000050709425,b,1.0
AUS000050709433,ab,2.0
AUS000004300842,ab,2.0
AUS000076014209,a,1.0
AUS000058710946,ab,2.0
AUS000058710936,abab,4.0
AUS000004100809,b,1.0
AUS000053209884,b,1.0
AUS000053209887,abb,3.0
AUS000053209870,abab,4.0
AUS000038107052,ab,2.0
AUS000042707921,ab,2.0
AUS000060911359,ab,2.0
AUS000013502533,abab,4.0
AUS000013502528,b,1.0
AUS000060011192,bab,3.0
AUS000062311623,ab,2.0
AUS000062311608,b,1.0
AUS000064612061,b,1.0
AUS000022204105,ab,2.0
AUS000030805737,ab,2.0
AUS000030805738,bab,3.0
AUS000002700514,ababb,5.0
AUS000002700528,ab,2.0
AUT000015603943,ab,2.0
AUT000016604134,b,1.0
AUT000017504362,ab,2.0
AUT000004300958,b,1.0
AUT000001800367,ab,2.0
AUT000004100901,b,1.0
AUT000017904442,b,1.0
AUT000014603709,abab,4.0
AUT000010602652,ab,2.0
AUT000004801073,ab,2.0
AUT000004801084,ab,2.0
AUT000008302086,bab,3.0
AUT000001000259,b,1.0
AUT000007501881,b,1.0
AUT000007501910,b,1.0
AUT000018704631,b,1.0
AUT000009702460,b,1.0
AUT000009702439,ab,2.0
AUT000009702457,b,1.0
AUT000016904208,ab,2.0
AUT000013903526,bab,3.0
AUT000013903514,ab,2.0
AUT000015303878,b,1.0
AUT000013003276,a,1.0
AUT000002500504,b,1.0
AUT000002500514,b,1.0
AUT000009202333,b,1.0
AUT000009202322,abb,3.0
AUT000009202328,a,1.0
AUT000008502153,bab,3.0
AUT000008502136,bb,2.0
AUT000005101176,abb,3.0
AUT000016504092,bab,3.0
AUT000016504112,aaaaab,6.0
AUT000016504118,abab,4.0
AUT000011102788,b,1.0
AUT000003900843,a,1.0
AUT000003900833,abab,4.0
AUT000003900837,ab,2.0
AUT000006401545,b,1.0
AUT000006401567,b,1.0
AUT000006401553,b,1.0
AUT000006401549,abab,4.0
AUT000003800809,ab,2.0
AUT000013103295,b,1.0
AUT000013103307,ab,2.0
AUT000004601049,abab,4.0
AUT000004601029,ab,2.0
AUT000010502646,a,1.0
AUT000010502632,b,1.0
AUT000009002272,bab,3.0
AUT000009002265,ab,2.0
AUT000017004234,ab,2.0
AUT000017004258,abab,4.0
AUT000006601607,b,1.0
AUT000006601615,b,1.0
AUT000005701345,b,1.0
AUT000017204301,b,1.0
AUT000017204299,a,1.0
AUT000000500086,b,1.0
AUT000000500078,bab,3.0
AUT000012803196,b,1.0
AUT000012803223,bab,3.0
AUT000014003560,b,1.0
AUT000014003562,a,1.0
AUT000014003564,bab,3.0
AUT000013803500,b,1.0
AUT000007301840,abab,4.0
AUT000007301848,ab,2.0
AUT000002400488,abab,4.0
AUT000009502410,b,1.0
AUT000009502426,b,1.0
AUT000009502403,ab,2.0
AUT000013703453,ab,2.0
AUT000015103838,ab,2.0
AUT000015103817,bab,3.0
AUT000015103819,ab,2.0
AUT000015103816,ba,2.0
AUT000003700805,abab,4.0
AUT000003700781,ab,2.0
AUT000003700798,b,1.0
AUT000010202546,bab,3.0
AUT000002700566,abab,4.0
AUT000002700561,b,1.0
AUT000002700585,ab,2.0
AUT000011402874,abab,4.0
AUT000011402895,b,1.0
AUT000011402896,abab,4.0
AUT000008602184,a,1.0
AUT000005801365,aaaaab,6.0
AUT000002900631,b,1.0
AUT000002900639,b,1.0
AUT000002000393,b,1.0
AUT000002000406,bab,3.0
AUT000000200038,ba,2.0
AUT000000200044,b,1.0
AUT000008902246,b,1.0
AUT000008902239,b,1.0
AUT000014203610,ab,2.0
AUT000016404072,ab,2.0
AUT000016404082,ab,2.0
AUT000000400061,ab,2.0
AUT000013403389,b,1.0
AUT000001300300,abab,4.0
AUT000001300299,b,1.0
AUT000009602433,b,1.0
AUT000000900226,b,1.0
AUT000000900212,b,1.0
AUT000005201226,abab,4.0
AUT000005201218,b,1.0
AUT000016304068,ab,2.0
AUT000016304039,ab,2.0
AUT000016304037,ab,2.0
AUT000003200705,ab,2.0
AUT000003200676,ab,2.0
AUT000011302854,abab,4.0
AUT000011302859,b,1.0
AUT000011302843,bab,3.0
AUT000014303635,aaaaab,6.0
AUT000014303615,b,1.0
AUT000008402133,ab,2.0
AUT000000700160,b,1.0
AUT000005001157,b,1.0
AUT000005001153,a,1.0
AUT000010702691,ab,2.0
AUT000012103043,a,1.0
AUT000012103070,aba,3.0
AUT000009302355,b,1.0
AUT000004400971,b,1.0
AUT000004400969,aa,2.0
AUT000014103590,b,1.0
AUT000014103600,ab,2.0
AUT000012003011,b,1.0
AUT000012003019,b,1.0
AUT000000100009,bab,3.0
AUT000002800593,abab,4.0
AUT000002800596,ab,2.0
AUT000012603140,b,1.0
AUT000012603155,abab,4.0
AUT000003500715,bab,3.0
AUT000012203078,b,1.0
AUT000012203080,a,1.0
AUT000015203843,b,1.0
AUT000014903765,ab,2.0
AUT000006701639,bab,3.0
AUT000006701650,b,1.0
AUT000014403672,b,1.0
AUT000016004011,b,1.0
AUT000002300462,bb,2.0
AUT000010302576,a,1.0
AUT000010302568,b,1.0
AUT000007201802,ab,2.0
AUT000015903982,ab,2.0
AUT000006101468,b,1.0
AUT000006101463,b,1.0
AUT000011502897,ab,2.0
AUT000011502907,b,1.0
AUT000018504591,b,1.0
AUT000002100413,b,1.0
AUT000013203350,b,1.0
AUT000013203328,ab,2.0
AUT000013203329,b,1.0
AUT000013203337,a,1.0
AUT000005501280,b,1.0
AUT000015403906,bab,3.0
AUT000007001739,ab,2.0
AUT000007001735,ab,2.0
AUT000012303095,ab,2.0
AUT000012303089,bab,3.0
AUT000014503703,abab,4.0
AUT000006201481,abab,4.0
AUT000008002002,bab,3.0
AUT000013303377,ab,2.0
AUT000013303374,ab,2.0
AUT000013303357,bab,3.0
AUT000007701943,ab,2.0
AUT000007701922,abab,4.0
AUT000015503930,bab,3.0
AUT000015503933,abab,4.0
AUT000011802984,b,1.0
AUT000011802995,abab,4.0
AUT000010902761,ab,2.0
AUT000017304340,bab,3.0
AUT000017304347,b,1.0
AUT000004200924,b,1.0
AUT000007101772,ab,2.0
AUT000007101771,ab,2.0
AUT000007101751,abab,4.0
AUT000001100271,b,1.0
AUT000004500995,b,1.0
AUT000004501010,bab,3.0
AUT000004500998,a,1.0
AUT000011202830,babb,4.0
AUT000000600114,abab,4.0
AUT000000600111,bab,3.0
AUT000000600106,ab,2.0
AUT000006001433,bb,2.0
AUT000013503422,a,1.0
AUT000013503418,abab,4.0
AUT000013503411,abab,4.0
AUT000015003792,a,1.0
AUT000006801669,ab,2.0
AUT000004000882,ab,2.0
AUT000004000866,ab,2.0
AUT000017604385,b,1.0
AUT000017604379,b,1.0
AUT000006901708,bab,3.0
AUT000006901709,abab,4.0
AUT000006901700,bab,3.0
AUT000003600769,ab,2.0
AUT000006301511,bab,3.0
AUT000014703742,bab,3.0
AUT000014703754,ab,2.0
AUT000009802468,b,1.0
AUT000009802484,babb,4.0
AUT000004901121,ab,2.0
AUT000005301236,abab,4.0
AUT000005301240,b,1.0
AUT000018004469,b,1.0
AUT000018004457,bab,3.0
AUT000015803950,b,1.0
AUT000015803970,ab,2.0
AUT000018904664,b,1.0
AUT000018904690,abab,4.0
AUT000010802720,bab,3.0
AUT000010802732,b,1.0
AUT000010802731,bab,3.0
AUT000017104268,b,1.0
AUT000017104274,bab,3.0
AUT000017704410,ab,2.0
AUT000017704409,bab,3.0
AUT000017704429,a,1.0
AUT000012903237,bb,2.0
AUT000005901416,bab,3.0
AUT000005901407,bab,3.0
AUT000005901401,ab,2.0
BEL000027008033,ab,2.0
BEL000027008063,abb,3.0
BEL000023907142,a,1.0
BEL000023907127,bab,3.0
BEL000023907122,bab,3.0
BEL000023907141,bab,3.0
BEL000010302994,abab,4.0
BEL000010302995,a,1.0
BEL000016905025,ab,2.0
BEL000016905037,ab,2.0
BEL000011903442,abab,4.0
BEL000012103508,b,1.0
BEL000012103506,ab,2.0
BEL000007202018,ab,2.0
BEL000007202020,ab,2.0
BEL000007202000,aaaaabab,8.0
BEL000026307864,ab,2.0
BEL000026307873,ab,2.0
BEL000026307852,a,1.0
BEL000008302292,ab,2.0
BEL000008302274,abab,4.0
BEL000028408499,ab,2.0
BEL000028408495,a,1.0
BEL000028408505,b,1.0
BEL000018005436,ababab,6.0
BEL000001200330,ab,2.0
BEL000001200337,bab,3.0
BEL000015004511,aba,3.0
BEL000010503042,a,1.0
BEL000027808315,bab,3.0
BEL000027808324,abaa,4.0
BEL000018705632,abab,4.0
BEL000018705633,b,1.0
BEL000028208446,ab,2.0
BEL000028208423,abaaaaab,8.0
BEL000018805662,ab,2.0
BEL000018805669,ab,2.0
BEL000018805650,b,1.0
BEL000014304297,abaab,5.0
BEL000014304302,aaaaab,6.0
BEL000014304278,ab,2.0
BEL000021206285,ab,2.0
BEL000021206287,abb,3.0
BEL000019405810,a,1.0
BEL000019405836,bab,3.0
BEL000019405811,ba,2.0
BEL000016204831,ab,2.0
BEL000016204860,ab,2.0
BEL000016204838,ab,2.0
BEL000010403021,ab,2.0
BEL000000900214,abab,4.0
BEL000000900223,bab,3.0
BEL000011003202,a,1.0
BEL000011003191,bab,3.0
BEL000014104134,abab,4.0
BEL000014104160,bab,3.0
BEL000014104137,abab,4.0
BEL000022506685,abab,4.0
BEL000022506708,ab,2.0
BEL000022506695,ab,2.0
BEL000001300355,bab,3.0
BEL000001300361,b,1.0
BEL000024707374,abab,4.0
BEL000024707391,bab,3.0
BEL000025107526,ab,2.0
BEL000025107525,b,1.0
BEL000009602776,abab,4.0
BEL000009602791,abab,4.0
BEL000016604960,abab,4.0
BEL000016604958,ab,2.0
BEL000016604967,a,1.0
BEL000016604956,ab,2.0
BEL000024307271,bab,3.0
BEL000024307250,abab,4.0
BEL000017605300,abab,4.0
BEL000017605303,ab,2.0
BEL000011203266,a,1.0
BEL000011203270,ab,2.0
BEL000011203272,bab,3.0
BEL000023406968,b,1.0
BEL000023406983,b,1.0
BEL000009102508,abab,4.0
BEL000009102513,baaaaab,7.0
BEL000009102501,b,1.0
BEL000011403341,ab,2.0
BEL000003100799,ab,2.0
BEL000003100802,ab,2.0
BEL000000800207,a,1.0
BEL000011803410,ab,2.0
BEL000011803433,bab,3.0
BEL000011803418,ab,2.0
BEL000014004127,b,1.0
BEL000012403599,aa,2.0
BEL000019005687,bab,3.0
BEL000019005702,abab,4.0
BEL000019005697,ab,2.0
BEL000003500945,bab,3.0
BEL000016304889,a,1.0
BEL000016304862,bab,3.0
BEL000007602113,bab,3.0
BEL000006701855,abab,4.0
BEL000004701261,a,1.0
BEL000023707071,b,1.0
BEL000011103217,bab,3.0
BEL000011103219,ab,2.0
BEL000011103237,abab,4.0
BEL000011103232,aba,3.0
BEL000027208106,a,1.0
BEL000027208127,ab,2.0
BEL000025707674,ab,2.0
BEL000025707668,bab,3.0
BEL000006001641,abab,4.0
BEL000006001652,bab,3.0
BEL000019705892,abab,4.0
BEL000019705911,aaaaaabab,9.0
BEL000004801299,abb,3.0
BEL000004801305,ab,2.0
BEL000005101386,b,1.0
BEL000015104535,aab,3.0
BEL000015104520,bab,3.0
BEL000006901904,baaaaab,7.0
BEL000006901932,a,1.0
BEL000004001052,ab,2.0
BEL000004001053,ababb,5.0
BEL000004001064,bab,3.0
BEL000024607348,ab,2.0
BEL000024607349,ab,2.0
BEL000007902165,bab,3.0
BEL000007902177,ab,2.0
BEL000006601827,a,1.0
BEL000006301727,ab,2.0
BEL000006301748,abab,4.0
BEL000006301734,babaaaaab,9.0
BEL000022306641,ab,2.0
BEL000022306629,b,1.0
BEL000016104802,b,1.0
BEL000003400883,ab,2.0
BEL000014404329,a,1.0
BEL000014404310,ab,2.0
BEL000026407890,abb,3.0
BEL000026407895,ab,2.0
BEL000026407892,ab,2.0
BEL000010703116,a,1.0
BEL000012203557,b,1.0
BEL000012203553,abbab,5.0
BEL000012203548,bab,3.0
BEL000018105466,b,1.0
BEL000022906816,ab,2.0
BEL000022906830,bab,3.0
BEL000022006529,ab,2.0
BEL000004901324,ab,2.0
BEL000007101975,ab,2.0
BEL000008402305,ab,2.0
BEL000008402299,b,1.0
BEL000010002887,abbabb,6.0
BEL000010002881,a,1.0
BEL000003801035,ab,2.0
BEL000003801036,ab,2.0
BEL000005701529,bab,3.0
BEL000005701543,b,1.0
BEL000002100555,b,1.0
BEL000002100541,ab,2.0
BEL000002400630,aab,3.0
BEL000002400626,a,1.0
BEL000002400617,a,1.0
BEL000005301426,ab,2.0
BEL000004601240,abab,4.0
BEL000004601232,b,1.0
BEL000004601243,b,1.0
BEL000028608545,abab,4.0
BEL000028608546,ab,2.0
BEL000028608559,b,1.0
BEL000009702810,aba,3.0
BEL000009702797,b,1.0
BEL000015804714,a,1.0
BEL000015804699,b,1.0
BEL000021406353,b,1.0
BEL000014904473,abab,4.0
BEL000014904466,b,1.0
BEL000014904478,ab,2.0
BEL000013503984,b,1.0
BEL000013503994,b,1.0
BEL000026908024,ababb,5.0
BEL000026908013,b,1.0
BEL000001000266,aa,2.0
BEL000002200574,ab,2.0
BEL000002800697,b,1.0
BEL000002800711,aa,2.0
BEL000012803749,a,1.0
BEL000016004778,b,1.0
BEL000016004793,b,1.0
BEL000005201409,b,1.0
BEL000028008357,b,1.0
BEL000028008365,a,1.0
BEL000028508525,b,1.0
BEL000028508535,abab,4.0
BEL000003000768,b,1.0
BEL000015604686,babb,4.0
BEL000015604679,abab,4.0
BEL000005801565,abaab,5.0
BEL000005801577,abab,4.0
BEL000005601503,b,1.0
BEL000005601518,a,1.0
BEL000005601522,ab,2.0
BEL000005601524,ab,2.0
BEL000013704053,ab,2.0
BEL000021606427,b,1.0
BEL000021606415,ba,2.0
BEL000019905959,a,1.0
BEL000019905967,a,1.0
BEL000019905954,ab,2.0
BEL000019105709,ab,2.0
BEL000024407280,ab,2.0
BEL000024407289,abab,4.0
BEL000015404628,ab,2.0
BEL000015504656,bab,3.0
BEL000023306945,bab,3.0
BEL000023306946,ab,2.0
BEL000000200064,bab,3.0
